,locale,partition,utt,tokens
3245,sw-KE,train,tafadhali niambie habari kwenye kata ya nairobi,"['tafadhali', 'niambie', 'habari', 'kwenye', 'kata', 'ya', 'nairobi']"
3246,sw-KE,train,nataka kuskiliza mzaha,"['nataka', 'kuskiliza', 'mzaha']"
3247,sw-KE,train,changanya nyimbo zote kwa maktaba ya muziki,"['changanya', 'nyimbo', 'zote', 'kwa', 'maktaba', 'ya', 'muziki']"
3248,sw-KE,train,niamshe saa kumi na mbili na nusu,"['niamshe', 'saa', 'kumi', 'na', 'mbili', 'na', 'nusu']"
3249,sw-KE,train,weka kengele,"['weka', 'kengele']"
3250,sw-KE,train,je naweza kwenda nje na kaptula,"['je', 'naweza', 'kwenda', 'nje', 'na', 'kaptula']"
3251,sw-KE,train,ni wimbo upi wangu unaochezwa zaidi,"['ni', 'wimbo', 'upi', 'wangu', 'unaochezwa', 'zaidi']"
3252,sw-KE,train,nini iko kwa folda yangu ya muziki niupendao,"['nini', 'iko', 'kwa', 'folda', 'yangu', 'ya', 'muziki', 'niupendao']"
3253,sw-KE,train,hali ya hewa iko aje leo,"['hali', 'ya', 'hewa', 'iko', 'aje', 'leo']"
3254,sw-KE,train,joto gani leo,"['joto', 'gani', 'leo']"
3255,sw-KE,train,tarehe ya leo tafadhali,"['tarehe', 'ya', 'leo', 'tafadhali']"
3256,sw-KE,train,siku gani leo,"['siku', 'gani', 'leo']"
3257,sw-KE,train,zima taa ndani ya chumba cha kulala changu,"['zima', 'taa', 'ndani', 'ya', 'chumba', 'cha', 'kulala', 'changu']"
3258,sw-KE,train,zima taa za chumba cha kulala changu,"['zima', 'taa', 'za', 'chumba', 'cha', 'kulala', 'changu']"
3259,sw-KE,train,unaweza washa wemo plug socket,"['unaweza', 'washa', 'wemo', 'plug', 'socket']"
3260,sw-KE,train,nje joto iko aje kwa sasa,"['nje', 'joto', 'iko', 'aje', 'kwa', 'sasa']"
3261,sw-KE,train,fanya taa ziwe na rangi tofauti,"['fanya', 'taa', 'ziwe', 'na', 'rangi', 'tofauti']"
3262,sw-KE,train,habari olly,"['habari', 'olly']"
3263,sw-KE,train,habari yako unaendeleaje,"['habari', 'yako', 'unaendeleaje']"
3264,sw-KE,train,nahitaji mzaha mzuri,"['nahitaji', 'mzaha', 'mzuri']"
3265,sw-KE,train,kumbuka ninavyofikiria kuhusu huu wimbo,"['kumbuka', 'ninavyofikiria', 'kuhusu', 'huu', 'wimbo']"
3266,sw-KE,train,kumbuka jinsi napatia kiwango wimbo huu,"['kumbuka', 'jinsi', 'napatia', 'kiwango', 'wimbo', 'huu']"
3267,sw-KE,train,ni lini ishirini na mbili,"['ni', 'lini', 'ishirini', 'na', 'mbili']"
3268,sw-KE,train,tarehe ishirini ni siku gani,"['tarehe', 'ishirini', 'ni', 'siku', 'gani']"
3269,sw-KE,train,katika mji mwingine ni saa ngapi,"['katika', 'mji', 'mwingine', 'ni', 'saa', 'ngapi']"
3270,sw-KE,train,hali ya hewa wikendi hii,"['hali', 'ya', 'hewa', 'wikendi', 'hii']"
3271,sw-KE,train,badilisha rangi ya mwangaza kuwa bluu,"['badilisha', 'rangi', 'ya', 'mwangaza', 'kuwa', 'bluu']"
3272,sw-KE,train,je mgahawa una kuchukua,"['je', 'mgahawa', 'una', 'kuchukua']"
3273,sw-KE,train,je mkahawa una huduma ya chakula cha kubeba,"['je', 'mkahawa', 'una', 'huduma', 'ya', 'chakula', 'cha', 'kubeba']"
3274,sw-KE,train,ninaweza pata chakula cha kubeba,"['ninaweza', 'pata', 'chakula', 'cha', 'kubeba']"
3275,sw-KE,train,ondoa sauti,"['ondoa', 'sauti']"
3276,sw-KE,train,usitumie,['usitumie']
3277,sw-KE,train,cheza sauti sol,"['cheza', 'sauti', 'sol']"
3278,sw-KE,train,anzisha muziki ya classical,"['anzisha', 'muziki', 'ya', 'classical']"
3279,sw-KE,train,rock sauti sol,"['rock', 'sauti', 'sol']"
3280,sw-KE,train,tafadhali nipe tarehe ya leo,"['tafadhali', 'nipe', 'tarehe', 'ya', 'leo']"
3281,sw-KE,train,ni saa ngapi sasa nairobi,"['ni', 'saa', 'ngapi', 'sasa', 'nairobi']"
3282,sw-KE,train,nionyeshe wakati sasa huko nairobi,"['nionyeshe', 'wakati', 'sasa', 'huko', 'nairobi']"
3283,sw-KE,train,amilisha soketi ya plagi ya wemo,"['amilisha', 'soketi', 'ya', 'plagi', 'ya', 'wemo']"
3284,sw-KE,train,weka kengele ya saa mbili jioni,"['weka', 'kengele', 'ya', 'saa', 'mbili', 'jioni']"
3285,sw-KE,train,unaweza weka kengele yangu,"['unaweza', 'weka', 'kengele', 'yangu']"
3286,sw-KE,train,kata hiyo kelele,"['kata', 'hiyo', 'kelele']"
3287,sw-KE,train,nyamazisha sauti,"['nyamazisha', 'sauti']"
3288,sw-KE,train,kuna ijumaa ngapi mwezi wa mei,"['kuna', 'ijumaa', 'ngapi', 'mwezi', 'wa', 'mei']"
3289,sw-KE,train,siku gani ya juma ilikuwa februari nne mwaka wa elfu moja na mia tisa sabini na mbili,"['siku', 'gani', 'ya', 'juma', 'ilikuwa', 'februari', 'nne', 'mwaka', 'wa', 'elfu', 'moja', 'na', 'mia', 'tisa', 'sabini', 'na', 'mbili']"
3290,sw-KE,train,vipi habari za hivi punde,"['vipi', 'habari', 'za', 'hivi', 'punde']"
3291,sw-KE,train,nipe habari za hivi punde,"['nipe', 'habari', 'za', 'hivi', 'punde']"
3292,sw-KE,train,nipatie habari mpya,"['nipatie', 'habari', 'mpya']"
3293,sw-KE,train,chumba cha kulala cha pili zima taa,"['chumba', 'cha', 'kulala', 'cha', 'pili', 'zima', 'taa']"
3294,sw-KE,train,hali ya hewa iko aje huko utah,"['hali', 'ya', 'hewa', 'iko', 'aje', 'huko', 'utah']"
3295,sw-KE,train,niambie hali ya hewa huko utah,"['niambie', 'hali', 'ya', 'hewa', 'huko', 'utah']"
3296,sw-KE,train,hali ya hewa ikoje huko nairobi sasa hivi,"['hali', 'ya', 'hewa', 'ikoje', 'huko', 'nairobi', 'sasa', 'hivi']"
3297,sw-KE,train,pigia pizza place iliyo karibu na inatoa pizza,"['pigia', 'pizza', 'place', 'iliyo', 'karibu', 'na', 'inatoa', 'pizza']"
3298,sw-KE,train,tafuta java ya karibu zaidi iliyo na huduma ya kubeba chakula,"['tafuta', 'java', 'ya', 'karibu', 'zaidi', 'iliyo', 'na', 'huduma', 'ya', 'kubeba', 'chakula']"
3299,sw-KE,train,kucheza muziki kutoka orodha ya kucheza,"['kucheza', 'muziki', 'kutoka', 'orodha', 'ya', 'kucheza']"
3300,sw-KE,train,fungua orodha ya muziki ya kucheza ya tizi,"['fungua', 'orodha', 'ya', 'muziki', 'ya', 'kucheza', 'ya', 'tizi']"
3301,sw-KE,train,hakiki,['hakiki']
3302,sw-KE,train,uhakiki wangu,"['uhakiki', 'wangu']"
3303,sw-KE,train,toa kengele yangu ya saa kumi na mbili asubuhi,"['toa', 'kengele', 'yangu', 'ya', 'saa', 'kumi', 'na', 'mbili', 'asubuhi']"
3304,sw-KE,train,toa kengele yangu ya saa mbili jioni uiweke saa moja jioni,"['toa', 'kengele', 'yangu', 'ya', 'saa', 'mbili', 'jioni', 'uiweke', 'saa', 'moja', 'jioni']"
3305,sw-KE,train,ongeza kengele ya saa kumi na moja asubuhi mahali kuna kengele yangu ya saa tatu jioni,"['ongeza', 'kengele', 'ya', 'saa', 'kumi', 'na', 'moja', 'asubuhi', 'mahali', 'kuna', 'kengele', 'yangu', 'ya', 'saa', 'tatu', 'jioni']"
3306,sw-KE,train,mipangilio ya taa,"['mipangilio', 'ya', 'taa']"
3307,sw-KE,train,badilisha rangi,"['badilisha', 'rangi']"
3308,sw-KE,train,nini inaendelea na uhuru,"['nini', 'inaendelea', 'na', 'uhuru']"
3309,sw-KE,train,nini inaendelea japan,"['nini', 'inaendelea', 'japan']"
3310,sw-KE,train,kuna habari gani huko afrika,"['kuna', 'habari', 'gani', 'huko', 'afrika']"
3311,sw-KE,train,hifadhi maoni niliyo chapisha hivi punde kuhusu wimbo huu,"['hifadhi', 'maoni', 'niliyo', 'chapisha', 'hivi', 'punde', 'kuhusu', 'wimbo', 'huu']"
3312,sw-KE,train,nifahamishe kinachoendelea afrika kusini mashariki kwa sasa,"['nifahamishe', 'kinachoendelea', 'afrika', 'kusini', 'mashariki', 'kwa', 'sasa']"
3313,sw-KE,train,tafadhali hifadhi vichupo kuhusu mijadala ya urais inavyoendelea,"['tafadhali', 'hifadhi', 'vichupo', 'kuhusu', 'mijadala', 'ya', 'urais', 'inavyoendelea']"
3314,sw-KE,train,ulikutana naye,"['ulikutana', 'naye']"
3315,sw-KE,train,pata na mpya,"['pata', 'na', 'mpya']"
3316,sw-KE,train,habari ya leo,"['habari', 'ya', 'leo']"
3317,sw-KE,train,vichwa vya habari vya michezo tafadhali,"['vichwa', 'vya', 'habari', 'vya', 'michezo', 'tafadhali']"
3318,sw-KE,train,taa mwangaza mkali,"['taa', 'mwangaza', 'mkali']"
3319,sw-KE,train,vipi huu wimbo,"['vipi', 'huu', 'wimbo']"
3320,sw-KE,train,shusha kiwango cha sauti,"['shusha', 'kiwango', 'cha', 'sauti']"
3321,sw-KE,train,fungulia muziki tafadhali,"['fungulia', 'muziki', 'tafadhali']"
3322,sw-KE,train,zima kiasi ya chombo,"['zima', 'kiasi', 'ya', 'chombo']"
3323,sw-KE,train,kutakuwa na joto,"['kutakuwa', 'na', 'joto']"
3324,sw-KE,train,itakuwa baridi,"['itakuwa', 'baridi']"
3325,sw-KE,train,vichekesho vya leo,"['vichekesho', 'vya', 'leo']"
3326,sw-KE,train,utani wazi,"['utani', 'wazi']"
3327,sw-KE,train,cheza nyimbo mpya za willy paul,"['cheza', 'nyimbo', 'mpya', 'za', 'willy', 'paul']"
3328,sw-KE,train,vipi kuhusu mzaha huu,"['vipi', 'kuhusu', 'mzaha', 'huu']"
3329,sw-KE,train,ni tarehe na mwezi gani leo,"['ni', 'tarehe', 'na', 'mwezi', 'gani', 'leo']"
3330,sw-KE,train,hali ya hewa nairobi,"['hali', 'ya', 'hewa', 'nairobi']"
3331,sw-KE,train,utabiri wa siku kumi wa baltimore,"['utabiri', 'wa', 'siku', 'kumi', 'wa', 'baltimore']"
3332,sw-KE,train,cheza workout playlist,"['cheza', 'workout', 'playlist']"
3333,sw-KE,train,kucheza wimbo za hivi karibuni kwa ajili yangu kutoka wavu,"['kucheza', 'wimbo', 'za', 'hivi', 'karibuni', 'kwa', 'ajili', 'yangu', 'kutoka', 'wavu']"
3334,sw-KE,train,cheza wimbo wa bensoul,"['cheza', 'wimbo', 'wa', 'bensoul']"
3335,sw-KE,train,zima kengele zote,"['zima', 'kengele', 'zote']"
3336,sw-KE,train,tarehe itakuwaje jumatano ijayo,"['tarehe', 'itakuwaje', 'jumatano', 'ijayo']"
3337,sw-KE,train,siku gani ni tarehe kumi na tano,"['siku', 'gani', 'ni', 'tarehe', 'kumi', 'na', 'tano']"
3338,sw-KE,train,wimbo huu ulirekodiwa mwaka upi,"['wimbo', 'huu', 'ulirekodiwa', 'mwaka', 'upi']"
3339,sw-KE,train,utabiri wa hali ya hewa ya wiki hii,"['utabiri', 'wa', 'hali', 'ya', 'hewa', 'ya', 'wiki', 'hii']"
3340,sw-KE,train,utabiri wa hali ya hewa hii wiki,"['utabiri', 'wa', 'hali', 'ya', 'hewa', 'hii', 'wiki']"
3341,sw-KE,train,weka kengele yangu ya kwanza iliyopangwa,"['weka', 'kengele', 'yangu', 'ya', 'kwanza', 'iliyopangwa']"
3342,sw-KE,train,krismasi ni siku gani,"['krismasi', 'ni', 'siku', 'gani']"
3343,sw-KE,train,hali ya hewa itakuwa aje ijumaa,"['hali', 'ya', 'hewa', 'itakuwa', 'aje', 'ijumaa']"
3344,sw-KE,train,naweza tarajia lini kubeba ya kichina kutoka bustani la bahati,"['naweza', 'tarajia', 'lini', 'kubeba', 'ya', 'kichina', 'kutoka', 'bustani', 'la', 'bahati']"
3345,sw-KE,train,vuta orodha ya kucheza ya chama changu,"['vuta', 'orodha', 'ya', 'kucheza', 'ya', 'chama', 'changu']"
3346,sw-KE,train,enda kwa orodha ya kucheza ya taarab yangu,"['enda', 'kwa', 'orodha', 'ya', 'kucheza', 'ya', 'taarab', 'yangu']"
3347,sw-KE,train,nataka kusikia orodha ya taarab yangu,"['nataka', 'kusikia', 'orodha', 'ya', 'taarab', 'yangu']"
3348,sw-KE,train,naweza kupata wakati wa sasa,"['naweza', 'kupata', 'wakati', 'wa', 'sasa']"
3349,sw-KE,train,tafadhali ongea kwa upole zaidi,"['tafadhali', 'ongea', 'kwa', 'upole', 'zaidi']"
3350,sw-KE,train,ongeza tambo ifikie kiwango cha juu zaidi,"['ongeza', 'tambo', 'ifikie', 'kiwango', 'cha', 'juu', 'zaidi']"
3351,sw-KE,train,kifyonzi sebuleni,"['kifyonzi', 'sebuleni']"
3352,sw-KE,train,washa kifyonzi cha roboti,"['washa', 'kifyonzi', 'cha', 'roboti']"
3353,sw-KE,train,niambie mzaha kuhusu kuku,"['niambie', 'mzaha', 'kuhusu', 'kuku']"
3354,sw-KE,train,tafadhali niambie utani ambao nitafikiri ni wa kuchekesha,"['tafadhali', 'niambie', 'utani', 'ambao', 'nitafikiri', 'ni', 'wa', 'kuchekesha']"
3355,sw-KE,train,hifadhi wimbo huu kwa nyimbo ninazo penda zaidi,"['hifadhi', 'wimbo', 'huu', 'kwa', 'nyimbo', 'ninazo', 'penda', 'zaidi']"
3356,sw-KE,train,siufurahii muziki huu,"['siufurahii', 'muziki', 'huu']"
3357,sw-KE,train,ajali ya gari la moshi,"['ajali', 'ya', 'gari', 'la', 'moshi']"
3358,sw-KE,train,matukio yako kwenye p.c. na kuhamisha yao nyuma kwa njia ya moto,"['matukio', 'yako', 'kwenye', 'p.c.', 'na', 'kuhamisha', 'yao', 'nyuma', 'kwa', 'njia', 'ya', 'moto']"
3359,sw-KE,train,tarehe ishirini na mbili inaangukia wapi mwezi huu,"['tarehe', 'ishirini', 'na', 'mbili', 'inaangukia', 'wapi', 'mwezi', 'huu']"
3360,sw-KE,train,ni lini jumatatu ya tatu ya mwezi huu,"['ni', 'lini', 'jumatatu', 'ya', 'tatu', 'ya', 'mwezi', 'huu']"
3361,sw-KE,train,cheza nadia mukami zote,"['cheza', 'nadia', 'mukami', 'zote']"
3362,sw-KE,train,unahitaji kubeba mwavuli jioni hii,"['unahitaji', 'kubeba', 'mwavuli', 'jioni', 'hii']"
3363,sw-KE,train,changanya,['changanya']
3364,sw-KE,train,punguza sauti iwe ya chini,"['punguza', 'sauti', 'iwe', 'ya', 'chini']"
3365,sw-KE,train,tafadhali unaweza kuzima plagi yangu ya wemo,"['tafadhali', 'unaweza', 'kuzima', 'plagi', 'yangu', 'ya', 'wemo']"
3366,sw-KE,train,tafadhali washa soketi ya plagi ya wemo yangu,"['tafadhali', 'washa', 'soketi', 'ya', 'plagi', 'ya', 'wemo', 'yangu']"
3367,sw-KE,train,niambie kuhusu jaramogi odinga,"['niambie', 'kuhusu', 'jaramogi', 'odinga']"
3368,sw-KE,train,toa kengele yangu ya kazi,"['toa', 'kengele', 'yangu', 'ya', 'kazi']"
3369,sw-KE,train,niambie wimbo ambao unacheza sasa hivi,"['niambie', 'wimbo', 'ambao', 'unacheza', 'sasa', 'hivi']"
3370,sw-KE,train,cheza safari ya samburu,"['cheza', 'safari', 'ya', 'samburu']"
3371,sw-KE,train,cheza muziki ya watoto,"['cheza', 'muziki', 'ya', 'watoto']"
3372,sw-KE,train,siku gani ya juma ni ishirini na tano,"['siku', 'gani', 'ya', 'juma', 'ni', 'ishirini', 'na', 'tano']"
3373,sw-KE,train,siku gani ya wiki ni tarehe ishirini na sita,"['siku', 'gani', 'ya', 'wiki', 'ni', 'tarehe', 'ishirini', 'na', 'sita']"
3374,sw-KE,train,nakuhitaji uweke sauti kubwa zaidi,"['nakuhitaji', 'uweke', 'sauti', 'kubwa', 'zaidi']"
3375,sw-KE,train,mpangilio wa sauti tafadhali,"['mpangilio', 'wa', 'sauti', 'tafadhali']"
3376,sw-KE,train,utani wa kuchekesha ni nini,"['utani', 'wa', 'kuchekesha', 'ni', 'nini']"
3377,sw-KE,train,ni siku gani ya juma,"['ni', 'siku', 'gani', 'ya', 'juma']"
3378,sw-KE,train,tafadhali niambie tarehe,"['tafadhali', 'niambie', 'tarehe']"
3379,sw-KE,train,tengeneza kikombe cha kahawa,"['tengeneza', 'kikombe', 'cha', 'kahawa']"
3380,sw-KE,train,kikombe cha kahawa tafadhali,"['kikombe', 'cha', 'kahawa', 'tafadhali']"
3381,sw-KE,train,ni orodha gani ya kucheza iko kwa changanya,"['ni', 'orodha', 'gani', 'ya', 'kucheza', 'iko', 'kwa', 'changanya']"
3382,sw-KE,train,cheza sauti sol,"['cheza', 'sauti', 'sol']"
3383,sw-KE,train,cheza sol generation,"['cheza', 'sol', 'generation']"
3384,sw-KE,train,zima plagi,"['zima', 'plagi']"
3385,sw-KE,train,je unaweza kunyamazisha kipaza sauti changu,"['je', 'unaweza', 'kunyamazisha', 'kipaza', 'sauti', 'changu']"
3386,sw-KE,train,nisaindie kunyamazisha kipaza sauti changu,"['nisaindie', 'kunyamazisha', 'kipaza', 'sauti', 'changu']"
3387,sw-KE,train,baada ya hii wimbo tafadhali cheza hii wimbo,"['baada', 'ya', 'hii', 'wimbo', 'tafadhali', 'cheza', 'hii', 'wimbo']"
3388,sw-KE,train,wimbo huu unachukua muda upi,"['wimbo', 'huu', 'unachukua', 'muda', 'upi']"
3389,sw-KE,train,cheza nakupenda malaika unaofuata,"['cheza', 'nakupenda', 'malaika', 'unaofuata']"
3390,sw-KE,train,fanya taa kuangaa zaidi,"['fanya', 'taa', 'kuangaa', 'zaidi']"
3391,sw-KE,train,ongeza mwanga mkali,"['ongeza', 'mwanga', 'mkali']"
3392,sw-KE,train,ongeza taa,"['ongeza', 'taa']"
3393,sw-KE,train,kama ningekuwa katika ukanda wa saa wa mashariki ingekuwa saa ngapi,"['kama', 'ningekuwa', 'katika', 'ukanda', 'wa', 'saa', 'wa', 'mashariki', 'ingekuwa', 'saa', 'ngapi']"
3394,sw-KE,train,kengele zangu zimewekwa za siku gani,"['kengele', 'zangu', 'zimewekwa', 'za', 'siku', 'gani']"
3395,sw-KE,train,je ninahitaji koti mchana huu,"['je', 'ninahitaji', 'koti', 'mchana', 'huu']"
3396,sw-KE,train,olly nitengenezee ya kawaida,"['olly', 'nitengenezee', 'ya', 'kawaida']"
3397,sw-KE,train,kuna dhoruba hivi sasa,"['kuna', 'dhoruba', 'hivi', 'sasa']"
3398,sw-KE,train,angaza taa kidogo,"['angaza', 'taa', 'kidogo']"
3399,sw-KE,train,nataka kahawa moto,"['nataka', 'kahawa', 'moto']"
3400,sw-KE,train,cheza nyimbo zangu ziliyo pakuliwa hivi karibuni,"['cheza', 'nyimbo', 'zangu', 'ziliyo', 'pakuliwa', 'hivi', 'karibuni']"
3401,sw-KE,train,cheza muziki wangu wa itunes,"['cheza', 'muziki', 'wangu', 'wa', 'itunes']"
3402,sw-KE,train,jazi linaweza kuwa chaguo langu,"['jazi', 'linaweza', 'kuwa', 'chaguo', 'langu']"
3403,sw-KE,train,benga iko sawa,"['benga', 'iko', 'sawa']"
3404,sw-KE,train,fanya chumba kiwe buluu,"['fanya', 'chumba', 'kiwe', 'buluu']"
3405,sw-KE,train,nipatie habari,"['nipatie', 'habari']"
3406,sw-KE,train,ipate kwenye kifaa changu,"['ipate', 'kwenye', 'kifaa', 'changu']"
3407,sw-KE,train,unaweza kupata vipi,"['unaweza', 'kupata', 'vipi']"
3408,sw-KE,train,je unaweza ongeza sauti,"['je', 'unaweza', 'ongeza', 'sauti']"
3409,sw-KE,train,niambie utani kuhusu mbwa,"['niambie', 'utani', 'kuhusu', 'mbwa']"
3410,sw-KE,train,joto kiasi gani leo,"['joto', 'kiasi', 'gani', 'leo']"
3411,sw-KE,train,kuna mvua katika eneo langu,"['kuna', 'mvua', 'katika', 'eneo', 'langu']"
3412,sw-KE,train,hali ya hewa,"['hali', 'ya', 'hewa']"
3413,sw-KE,train,wakati wa kengele ya saa sita mchana,"['wakati', 'wa', 'kengele', 'ya', 'saa', 'sita', 'mchana']"
3414,sw-KE,train,alexa tafadhali punguza mwangaza wa taa sebuleni,"['alexa', 'tafadhali', 'punguza', 'mwangaza', 'wa', 'taa', 'sebuleni']"
3415,sw-KE,train,tafadhali punguza mwangaza sebuleni,"['tafadhali', 'punguza', 'mwangaza', 'sebuleni']"
3416,sw-KE,train,tafadhali punguza taa hadi asilimia hamsini kwenye shimo,"['tafadhali', 'punguza', 'taa', 'hadi', 'asilimia', 'hamsini', 'kwenye', 'shimo']"
3417,sw-KE,train,washa plagi ya chaja ya rununu,"['washa', 'plagi', 'ya', 'chaja', 'ya', 'rununu']"
3418,sw-KE,train,bonyeza vifute vyote katika dashibodi,"['bonyeza', 'vifute', 'vyote', 'katika', 'dashibodi']"
3419,sw-KE,train,nahitaji kengele,"['nahitaji', 'kengele']"
3420,sw-KE,train,nipe habari ya muziki,"['nipe', 'habari', 'ya', 'muziki']"
3421,sw-KE,train,niambie kuhusu habari za siasa zinazojiri,"['niambie', 'kuhusu', 'habari', 'za', 'siasa', 'zinazojiri']"
3422,sw-KE,train,ni habari ipi ya karibuni ya mtindo,"['ni', 'habari', 'ipi', 'ya', 'karibuni', 'ya', 'mtindo']"
3423,sw-KE,train,ni wimbo upi huwa unachezwa kwa masaibu ya pepe,"['ni', 'wimbo', 'upi', 'huwa', 'unachezwa', 'kwa', 'masaibu', 'ya', 'pepe']"
3424,sw-KE,train,tafadhali nijulishe habari za hivi punde za dunia,"['tafadhali', 'nijulishe', 'habari', 'za', 'hivi', 'punde', 'za', 'dunia']"
3425,sw-KE,train,niambie wakati kuna habari mpya kuhusu mwai kibaki,"['niambie', 'wakati', 'kuna', 'habari', 'mpya', 'kuhusu', 'mwai', 'kibaki']"
3426,sw-KE,train,ni habari gani za hivi punde kuhusu universal healthcare,"['ni', 'habari', 'gani', 'za', 'hivi', 'punde', 'kuhusu', 'universal', 'healthcare']"
3427,sw-KE,train,habari ya hivi karibuni ya nairobi,"['habari', 'ya', 'hivi', 'karibuni', 'ya', 'nairobi']"
3428,sw-KE,train,badilisha sauti hadi kumi na tisa tafadhali,"['badilisha', 'sauti', 'hadi', 'kumi', 'na', 'tisa', 'tafadhali']"
3429,sw-KE,train,weka wimbo wa mwisho kwenye rudia,"['weka', 'wimbo', 'wa', 'mwisho', 'kwenye', 'rudia']"
3430,sw-KE,train,tafadhali weka orodha hii ya kucheza kwenye changanya,"['tafadhali', 'weka', 'orodha', 'hii', 'ya', 'kucheza', 'kwenye', 'changanya']"
3431,sw-KE,train,weka kengele mpya ya saa kumi na moja asubuhi,"['weka', 'kengele', 'mpya', 'ya', 'saa', 'kumi', 'na', 'moja', 'asubuhi']"
3432,sw-KE,train,tafadhali unda kengele mpya,"['tafadhali', 'unda', 'kengele', 'mpya']"
3433,sw-KE,train,kengele saa kumi na mbili asubuhi tafadhali,"['kengele', 'saa', 'kumi', 'na', 'mbili', 'asubuhi', 'tafadhali']"
3434,sw-KE,train,hali ya hewa ya wiki hii iko aje,"['hali', 'ya', 'hewa', 'ya', 'wiki', 'hii', 'iko', 'aje']"
3435,sw-KE,train,cheza baadhi ya jazi tulivu,"['cheza', 'baadhi', 'ya', 'jazi', 'tulivu']"
3436,sw-KE,train,inaonekana baridi,"['inaonekana', 'baridi']"
3437,sw-KE,train,nahitaji koti,"['nahitaji', 'koti']"
3438,sw-KE,train,pendekeza msanii sawa na nikita kering,"['pendekeza', 'msanii', 'sawa', 'na', 'nikita', 'kering']"
3439,sw-KE,train,wimbo gani ninacheza zaidi,"['wimbo', 'gani', 'ninacheza', 'zaidi']"
3440,sw-KE,train,ni aina ipi ya muziki mimi hucheza sana,"['ni', 'aina', 'ipi', 'ya', 'muziki', 'mimi', 'hucheza', 'sana']"
3441,sw-KE,train,unda kengele ya saa kumi na mbili asubuhi,"['unda', 'kengele', 'ya', 'saa', 'kumi', 'na', 'mbili', 'asubuhi']"
3442,sw-KE,train,olly tafadhali nisomee habari ya leo,"['olly', 'tafadhali', 'nisomee', 'habari', 'ya', 'leo']"
3443,sw-KE,train,olly nini imefanyika kwenye habari leo,"['olly', 'nini', 'imefanyika', 'kwenye', 'habari', 'leo']"
3444,sw-KE,train,sisi ni kutu gani kilichotokea kwenye habari leo,"['sisi', 'ni', 'kutu', 'gani', 'kilichotokea', 'kwenye', 'habari', 'leo']"
3445,sw-KE,train,olly ruka wimbo,"['olly', 'ruka', 'wimbo']"
3446,sw-KE,train,olly ruka nyimbo mbili,"['olly', 'ruka', 'nyimbo', 'mbili']"
3447,sw-KE,train,siri ruka nyimbo mbili,"['siri', 'ruka', 'nyimbo', 'mbili']"
3448,sw-KE,train,muda,['muda']
3449,sw-KE,train,washa taa ya kona,"['washa', 'taa', 'ya', 'kona']"
3450,sw-KE,train,washa taa zote juu,"['washa', 'taa', 'zote', 'juu']"
3451,sw-KE,train,olly aliweka kahawa kutayarisha saa moja asubuhi,"['olly', 'aliweka', 'kahawa', 'kutayarisha', 'saa', 'moja', 'asubuhi']"
3452,sw-KE,train,olly tengeneza kahawa,"['olly', 'tengeneza', 'kahawa']"
3453,sw-KE,train,olly futa kengele za yoga,"['olly', 'futa', 'kengele', 'za', 'yoga']"
3454,sw-KE,train,siri futa kengele zote za mazoezi ya soka,"['siri', 'futa', 'kengele', 'zote', 'za', 'mazoezi', 'ya', 'soka']"
3455,sw-KE,train,olly ni saa ngapi huko laikipia,"['olly', 'ni', 'saa', 'ngapi', 'huko', 'laikipia']"
3456,sw-KE,train,olly changanya orodha ya kucheza,"['olly', 'changanya', 'orodha', 'ya', 'kucheza']"
3457,sw-KE,train,kucheza kufikiri kwa sauti kubwa sai,"['kucheza', 'kufikiri', 'kwa', 'sauti', 'kubwa', 'sai']"
3458,sw-KE,train,anza kucheza nakupenda malaika sasa,"['anza', 'kucheza', 'nakupenda', 'malaika', 'sasa']"
3459,sw-KE,train,cheza wimbo wa rap,"['cheza', 'wimbo', 'wa', 'rap']"
3460,sw-KE,train,ninahitaji koti la mvua siku inayofuata,"['ninahitaji', 'koti', 'la', 'mvua', 'siku', 'inayofuata']"
3461,sw-KE,train,kuna kengele yoyote baada ya saa kumi na moja asubuhi,"['kuna', 'kengele', 'yoyote', 'baada', 'ya', 'saa', 'kumi', 'na', 'moja', 'asubuhi']"
3462,sw-KE,train,toa kengele kama ipo,"['toa', 'kengele', 'kama', 'ipo']"
3463,sw-KE,train,mikono juu ya pilipili,"['mikono', 'juu', 'ya', 'pilipili']"
3464,sw-KE,train,kidum njoo karibu,"['kidum', 'njoo', 'karibu']"
3465,sw-KE,train,angalia kama kuna kengele yoyote baada ya saa kumi na moja asubuhi,"['angalia', 'kama', 'kuna', 'kengele', 'yoyote', 'baada', 'ya', 'saa', 'kumi', 'na', 'moja', 'asubuhi']"
3466,sw-KE,train,toa kengele yoyote kama iko,"['toa', 'kengele', 'yoyote', 'kama', 'iko']"
3467,sw-KE,train,je ni joto kiasi gani nje,"['je', 'ni', 'joto', 'kiasi', 'gani', 'nje']"
3468,sw-KE,train,je ni moto au baridi nje,"['je', 'ni', 'moto', 'au', 'baridi', 'nje']"
3469,sw-KE,train,watu wa ghairi chanjo kwa sababu ya maneno ya mbunge,"['watu', 'wa', 'ghairi', 'chanjo', 'kwa', 'sababu', 'ya', 'maneno', 'ya', 'mbunge']"
3470,sw-KE,train,cheza orodha ya kwanza,"['cheza', 'orodha', 'ya', 'kwanza']"
