,locale,partition,utt,tokens
4177,af-ZA,train,dis 'n aaklige dag en lyk of dit die hele dag gaan reen,"['dis', ""'n"", 'aaklige', 'dag', 'en', 'lyk', 'of', 'dit', 'die', 'hele', 'dag', 'gaan', 'reen']"
4178,af-ZA,train,hi hoe gaan dit vandag,"['hi', 'hoe', 'gaan', 'dit', 'vandag']"
4179,af-ZA,train,goeie dag,"['goeie', 'dag']"
4180,af-ZA,train,hey ek wil meer weet oor jou begin,"['hey', 'ek', 'wil', 'meer', 'weet', 'oor', 'jou', 'begin']"
4181,af-ZA,train,vandag was te besig,"['vandag', 'was', 'te', 'besig']"
4182,af-ZA,train,olly ek het vandag na die winkel gegaan,"['olly', 'ek', 'het', 'vandag', 'na', 'die', 'winkel', 'gegaan']"
4183,af-ZA,train,ek het kruidenierswinkel to gegaan vandag,"['ek', 'het', 'kruidenierswinkel', 'to', 'gegaan', 'vandag']"
4184,af-ZA,train,hiedie vraag maak nie sin nie,"['hiedie', 'vraag', 'maak', 'nie', 'sin', 'nie']"
4185,af-ZA,train,my dag was gejaagd,"['my', 'dag', 'was', 'gejaagd']"
4186,af-ZA,train,my dag was stresvol,"['my', 'dag', 'was', 'stresvol']"
4187,af-ZA,train,my dag was pret,"['my', 'dag', 'was', 'pret']"
4188,af-ZA,train,vandag was okay,"['vandag', 'was', 'okay']"
4189,af-ZA,train,ek loop vroeg vandag,"['ek', 'loop', 'vroeg', 'vandag']"
4190,af-ZA,train,wat moet ek vandag doen,"['wat', 'moet', 'ek', 'vandag', 'doen']"
4191,af-ZA,train,wat kan jy doen,"['wat', 'kan', 'jy', 'doen']"
4192,af-ZA,train,olly vandag het ek 'n rekord verkoops transaksie gehad,"['olly', 'vandag', 'het', 'ek', ""'n"", 'rekord', 'verkoops', 'transaksie', 'gehad']"
4193,af-ZA,train,olly ek het vandag my toekomstige vrou ontmoet maak asseblief 'n afspraak vir volgende vrydag,"['olly', 'ek', 'het', 'vandag', 'my', 'toekomstige', 'vrou', 'ontmoet', 'maak', 'asseblief', ""'n"", 'afspraak', 'vir', 'volgende', 'vrydag']"
4194,af-ZA,train,olly ek het die beste fliek gekyk bespreek asseblief vir my 'n kopié sodra dit vrygestel word,"['olly', 'ek', 'het', 'die', 'beste', 'fliek', 'gekyk', 'bespreek', 'asseblief', 'vir', 'my', ""'n"", 'kopié', 'sodra', 'dit', 'vrygestel', 'word']"
4195,af-ZA,train,ek het die beste rolprent gekyk bepreek asseblief vir my 'n kopie wanneer dit vrygestel word,"['ek', 'het', 'die', 'beste', 'rolprent', 'gekyk', 'bepreek', 'asseblief', 'vir', 'my', ""'n"", 'kopie', 'wanneer', 'dit', 'vrygestel', 'word']"
4196,af-ZA,train,hoe gaan dit,"['hoe', 'gaan', 'dit']"
4197,af-ZA,train,goeie more is dit nie 'n wonderlike dag nie,"['goeie', 'more', 'is', 'dit', 'nie', ""'n"", 'wonderlike', 'dag', 'nie']"
4198,af-ZA,train,vandag het ek belonings gekry,"['vandag', 'het', 'ek', 'belonings', 'gekry']"
4199,af-ZA,train,ek het n arme behoeftige gehelp vandag,"['ek', 'het', 'n', 'arme', 'behoeftige', 'gehelp', 'vandag']"
4200,af-ZA,train,ek het vandag 'n ontspanne dag gehad,"['ek', 'het', 'vandag', ""'n"", 'ontspanne', 'dag', 'gehad']"
4201,af-ZA,train,daar was baie verkeer oppad huis toe,"['daar', 'was', 'baie', 'verkeer', 'oppad', 'huis', 'toe']"
4202,af-ZA,train,wat doen jy,"['wat', 'doen', 'jy']"
4203,af-ZA,train,joernaal inskrywing vir vandag,"['joernaal', 'inskrywing', 'vir', 'vandag']"
4204,af-ZA,train,raai wat het vandag gebeur,"['raai', 'wat', 'het', 'vandag', 'gebeur']"
4205,af-ZA,train,ek vandag,"['ek', 'vandag']"
4206,af-ZA,train,hi dit is johan ek wil graag weet wat is die spesiale gereg vir vandag,"['hi', 'dit', 'is', 'johan', 'ek', 'wil', 'graag', 'weet', 'wat', 'is', 'die', 'spesiale', 'gereg', 'vir', 'vandag']"
4207,af-ZA,train,ek wil graag 'n ete bestel het enige spesiale aanbiedinge vir seekos,"['ek', 'wil', 'graag', ""'n"", 'ete', 'bestel', 'het', 'enige', 'spesiale', 'aanbiedinge', 'vir', 'seekos']"
4208,af-ZA,train,hi ek wil gebraaide hoender met wit sous bestel,"['hi', 'ek', 'wil', 'gebraaide', 'hoender', 'met', 'wit', 'sous', 'bestel']"
4209,af-ZA,train,hallo is dit jou eerste keer hier,"['hallo', 'is', 'dit', 'jou', 'eerste', 'keer', 'hier']"
4210,af-ZA,train,haai hoe was jou dag vandag,"['haai', 'hoe', 'was', 'jou', 'dag', 'vandag']"
4211,af-ZA,train,is kos nie wonderlik nie,"['is', 'kos', 'nie', 'wonderlik', 'nie']"
4212,af-ZA,train,hey kom ons praat net,"['hey', 'kom', 'ons', 'praat', 'net']"
4213,af-ZA,train,hi daar wens my geluk ek het 'n bevordering gekry in my werk op kantoor,"['hi', 'daar', 'wens', 'my', 'geluk', 'ek', 'het', ""'n"", 'bevordering', 'gekry', 'in', 'my', 'werk', 'op', 'kantoor']"
4214,af-ZA,train,ek is in 'n slegte bui vertel my 'n grap,"['ek', 'is', 'in', ""'n"", 'slegte', 'bui', 'vertel', 'my', ""'n"", 'grap']"
4215,af-ZA,train,kan jy vir my soek,"['kan', 'jy', 'vir', 'my', 'soek']"
4216,af-ZA,train,wat is die beste manier om te lewe,"['wat', 'is', 'die', 'beste', 'manier', 'om', 'te', 'lewe']"
4217,af-ZA,train,vra my maklike vrae oor 'n onderwerp wat ek ken en se vir my wanneer ek verkeerd is,"['vra', 'my', 'maklike', 'vrae', 'oor', ""'n"", 'onderwerp', 'wat', 'ek', 'ken', 'en', 'se', 'vir', 'my', 'wanneer', 'ek', 'verkeerd', 'is']"
4218,af-ZA,train,skakel bernard om ons vergadering te herskeduleer,"['skakel', 'bernard', 'om', 'ons', 'vergadering', 'te', 'herskeduleer']"
4219,af-ZA,train,ek het n lekker dag gehad vandag,"['ek', 'het', 'n', 'lekker', 'dag', 'gehad', 'vandag']"
4220,af-ZA,train,olly ek het 'n fantastiese dag gehad vandag,"['olly', 'ek', 'het', ""'n"", 'fantastiese', 'dag', 'gehad', 'vandag']"
4221,af-ZA,train,ek het vandag gaan ski,"['ek', 'het', 'vandag', 'gaan', 'ski']"
4222,af-ZA,train,my dag was redelik gejaagd vandag,"['my', 'dag', 'was', 'redelik', 'gejaagd', 'vandag']"
4223,af-ZA,train,hoeveel kilometers het ek gestap vandag,"['hoeveel', 'kilometers', 'het', 'ek', 'gestap', 'vandag']"
4224,af-ZA,train,wys my die plekke waar ek was,"['wys', 'my', 'die', 'plekke', 'waar', 'ek', 'was']"
4225,af-ZA,train,wat was die temperatuur toe ek in die park was,"['wat', 'was', 'die', 'temperatuur', 'toe', 'ek', 'in', 'die', 'park', 'was']"
4226,af-ZA,train,geniet jy jou dag sover,"['geniet', 'jy', 'jou', 'dag', 'sover']"
4227,af-ZA,train,ek wil graag praat daaroor,"['ek', 'wil', 'graag', 'praat', 'daaroor']"
4228,af-ZA,train,laat ons gesels oor die onderwerp,"['laat', 'ons', 'gesels', 'oor', 'die', 'onderwerp']"
4229,af-ZA,train,hoe sal dit vandag vir my wees,"['hoe', 'sal', 'dit', 'vandag', 'vir', 'my', 'wees']"
4230,af-ZA,train,kan jy my vertel van vandag,"['kan', 'jy', 'my', 'vertel', 'van', 'vandag']"
4231,af-ZA,train,ek het vanoggend ontbyt geeet,"['ek', 'het', 'vanoggend', 'ontbyt', 'geeet']"
4232,af-ZA,train,wie het die wedstryd gewen gisteraand,"['wie', 'het', 'die', 'wedstryd', 'gewen', 'gisteraand']"
4233,af-ZA,train,hey ek het vandag een van my belangrike vergaderings gemis,"['hey', 'ek', 'het', 'vandag', 'een', 'van', 'my', 'belangrike', 'vergaderings', 'gemis']"
4234,af-ZA,train,hierdie rekenaar is baie moeilik om te gebruik,"['hierdie', 'rekenaar', 'is', 'baie', 'moeilik', 'om', 'te', 'gebruik']"
4235,af-ZA,train,ek het n slapie nodig,"['ek', 'het', 'n', 'slapie', 'nodig']"
4236,af-ZA,train,ek is moeg,"['ek', 'is', 'moeg']"
4237,af-ZA,train,ollie ek is moeg,"['ollie', 'ek', 'is', 'moeg']"
4238,af-ZA,train,wat doen jy,"['wat', 'doen', 'jy']"
4239,af-ZA,train,goeie more suid afrika,"['goeie', 'more', 'suid', 'afrika']"
4240,af-ZA,train,kan ek jou oor my dag vertel,"['kan', 'ek', 'jou', 'oor', 'my', 'dag', 'vertel']"
4241,af-ZA,train,jy wil weet hoe my dag verloop het,"['jy', 'wil', 'weet', 'hoe', 'my', 'dag', 'verloop', 'het']"
4242,af-ZA,train,ek eet ontbyt om agt v. m.,"['ek', 'eet', 'ontbyt', 'om', 'agt', 'v.', 'm.']"
4243,af-ZA,train,ek wil nie meer oproepe na vyf n. m. neem nie,"['ek', 'wil', 'nie', 'meer', 'oproepe', 'na', 'vyf', 'n.', 'm.', 'neem', 'nie']"
4244,af-ZA,train,ek wil 'n alarm hê vir ses v. m. elke dag,"['ek', 'wil', ""'n"", 'alarm', 'hê', 'vir', 'ses', 'v.', 'm.', 'elke', 'dag']"
4245,af-ZA,train,hey ek het 'n hond gesien vandag,"['hey', 'ek', 'het', ""'n"", 'hond', 'gesien', 'vandag']"
4246,af-ZA,train,hey olly ek het vandag n hond gesien,"['hey', 'olly', 'ek', 'het', 'vandag', 'n', 'hond', 'gesien']"
4247,af-ZA,train,olly hoe is die weer,"['olly', 'hoe', 'is', 'die', 'weer']"
4248,af-ZA,train,hoe is die weer,"['hoe', 'is', 'die', 'weer']"
4249,af-ZA,train,dink jy vandag gaan lekker wees buite,"['dink', 'jy', 'vandag', 'gaan', 'lekker', 'wees', 'buite']"
4250,af-ZA,train,dink jy ek moet 'n fliek sien of gaan uiteet,"['dink', 'jy', 'ek', 'moet', ""'n"", 'fliek', 'sien', 'of', 'gaan', 'uiteet']"
4251,af-ZA,train,ek het 'n verdomde spoed boete gekry,"['ek', 'het', ""'n"", 'verdomde', 'spoed', 'boete', 'gekry']"
4252,af-ZA,train,sê my asseblief bob lewe,"['sê', 'my', 'asseblief', 'bob', 'lewe']"
4253,af-ZA,train,wat doen ons vandag met onsself,"['wat', 'doen', 'ons', 'vandag', 'met', 'onsself']"
4254,af-ZA,train,ek moet beter fokus olly ek kon nie op 'n enkele taak konsentreer nie,"['ek', 'moet', 'beter', 'fokus', 'olly', 'ek', 'kon', 'nie', 'op', ""'n"", 'enkele', 'taak', 'konsentreer', 'nie']"
4255,af-ZA,train,ek moet beter fokus hê olky ek kon nie op 'n enkele taak konsentreer nie,"['ek', 'moet', 'beter', 'fokus', 'hê', 'olky', 'ek', 'kon', 'nie', 'op', ""'n"", 'enkele', 'taak', 'konsentreer', 'nie']"
4256,af-ZA,train,daar is seker dele van my dag waar ek moeg is,"['daar', 'is', 'seker', 'dele', 'van', 'my', 'dag', 'waar', 'ek', 'moeg', 'is']"
4257,af-ZA,train,daar is sekere dele van my dag waar ek moeg is ollie,"['daar', 'is', 'sekere', 'dele', 'van', 'my', 'dag', 'waar', 'ek', 'moeg', 'is', 'ollie']"
4258,af-ZA,train,my reis was moeilik vandag,"['my', 'reis', 'was', 'moeilik', 'vandag']"
4259,af-ZA,train,ek het vandag 'n pakkie in die pos gekry,"['ek', 'het', 'vandag', ""'n"", 'pakkie', 'in', 'die', 'pos', 'gekry']"
4260,af-ZA,train,ek het vandag die slegste dag gehad,"['ek', 'het', 'vandag', 'die', 'slegste', 'dag', 'gehad']"
4261,af-ZA,train,olly ek het vandag die slegste dag ooit gehad,"['olly', 'ek', 'het', 'vandag', 'die', 'slegste', 'dag', 'ooit', 'gehad']"
4262,af-ZA,train,olly jy sal nooit raai wat het vroeer vandag gebeur,"['olly', 'jy', 'sal', 'nooit', 'raai', 'wat', 'het', 'vroeer', 'vandag', 'gebeur']"
4263,af-ZA,train,jy sal nooit glo wat het vroeer vandag gebeur,"['jy', 'sal', 'nooit', 'glo', 'wat', 'het', 'vroeer', 'vandag', 'gebeur']"
4264,af-ZA,train,dit was 'n moeilike dag vandag,"['dit', 'was', ""'n"", 'moeilike', 'dag', 'vandag']"
4265,af-ZA,train,vandag was 'n harde dag,"['vandag', 'was', ""'n"", 'harde', 'dag']"
4266,af-ZA,train,ek hoop more sal beter wees,"['ek', 'hoop', 'more', 'sal', 'beter', 'wees']"
4267,af-ZA,train,word wakker olly,"['word', 'wakker', 'olly']"
4268,af-ZA,train,word wakker,"['word', 'wakker']"
4269,af-ZA,train,ek is piekfyn,"['ek', 'is', 'piekfyn']"
4270,af-ZA,train,nie 'n goeie dag,"['nie', ""'n"", 'goeie', 'dag']"
4271,af-ZA,train,hey hoe gaan dit,"['hey', 'hoe', 'gaan', 'dit']"
4272,af-ZA,train,hey olly hoe gaan dit,"['hey', 'olly', 'hoe', 'gaan', 'dit']"
4273,af-ZA,train,som my dag op,"['som', 'my', 'dag', 'op']"
4274,af-ZA,train,hey hoe gaan dit,"['hey', 'hoe', 'gaan', 'dit']"
4275,af-ZA,train,hallo wat gaan aan,"['hallo', 'wat', 'gaan', 'aan']"
4276,af-ZA,train,ek het my bakkie na die werkswinkel geneem,"['ek', 'het', 'my', 'bakkie', 'na', 'die', 'werkswinkel', 'geneem']"
4277,af-ZA,train,hoe voel jy die laaste ruk,"['hoe', 'voel', 'jy', 'die', 'laaste', 'ruk']"
4278,af-ZA,train,ek het hoender vir middagete gehad en dit was heerlik,"['ek', 'het', 'hoender', 'vir', 'middagete', 'gehad', 'en', 'dit', 'was', 'heerlik']"
4279,af-ZA,train,ek het 'n sperdatum op dinsdag,"['ek', 'het', ""'n"", 'sperdatum', 'op', 'dinsdag']"
4280,af-ZA,train,ek het baie slaap ingekry vandag,"['ek', 'het', 'baie', 'slaap', 'ingekry', 'vandag']"
4281,af-ZA,train,watse pret dinge is daar om te doen in hierdie area,"['watse', 'pret', 'dinge', 'is', 'daar', 'om', 'te', 'doen', 'in', 'hierdie', 'area']"
4282,af-ZA,train,waarheen moet ek my vrou neem vir aandete,"['waarheen', 'moet', 'ek', 'my', 'vrou', 'neem', 'vir', 'aandete']"
4283,af-ZA,train,watter film moet ek kyk,"['watter', 'film', 'moet', 'ek', 'kyk']"
4284,af-ZA,train,praat met my,"['praat', 'met', 'my']"
4285,af-ZA,train,wat weet jy van amerika,"['wat', 'weet', 'jy', 'van', 'amerika']"
4286,af-ZA,train,gesins vermaak,"['gesins', 'vermaak']"
4287,af-ZA,train,belegging,['belegging']
4288,af-ZA,train,wat is 'n goeie amapiano album in hierdie jaar,"['wat', 'is', ""'n"", 'goeie', 'amapiano', 'album', 'in', 'hierdie', 'jaar']"
4289,af-ZA,train,wat is n goeie rap album wat hierdie jaar uitgekom het,"['wat', 'is', 'n', 'goeie', 'rap', 'album', 'wat', 'hierdie', 'jaar', 'uitgekom', 'het']"
4290,af-ZA,train,waar is 'n goeie plek om goedkoop pakistaanse kos te eet,"['waar', 'is', ""'n"", 'goeie', 'plek', 'om', 'goedkoop', 'pakistaanse', 'kos', 'te', 'eet']"
4291,af-ZA,train,stoor jy persoonlike inligting van my,"['stoor', 'jy', 'persoonlike', 'inligting', 'van', 'my']"
4292,af-ZA,train,televisie,['televisie']
4293,af-ZA,train,verkoop jy enige van my inligting aan adverteerders,"['verkoop', 'jy', 'enige', 'van', 'my', 'inligting', 'aan', 'adverteerders']"
4294,af-ZA,train,hoe is jou dag sover,"['hoe', 'is', 'jou', 'dag', 'sover']"
4295,af-ZA,train,hoe gereeld voltooi jy opdateerings,"['hoe', 'gereeld', 'voltooi', 'jy', 'opdateerings']"
4296,af-ZA,train,watter informasie stoor jy oor my,"['watter', 'informasie', 'stoor', 'jy', 'oor', 'my']"
4297,af-ZA,train,olly ek het vandag inkopies gegaan en 'n massiewe dildo gekoop,"['olly', 'ek', 'het', 'vandag', 'inkopies', 'gegaan', 'en', ""'n"", 'massiewe', 'dildo', 'gekoop']"
4298,af-ZA,train,ek het vandag gaan inkopies doen en 'n massiewe dildo gekoop,"['ek', 'het', 'vandag', 'gaan', 'inkopies', 'doen', 'en', ""'n"", 'massiewe', 'dildo', 'gekoop']"
4299,af-ZA,train,is dit nie snaaks hoe die weer aanhou slegter raak nie,"['is', 'dit', 'nie', 'snaaks', 'hoe', 'die', 'weer', 'aanhou', 'slegter', 'raak', 'nie']"
4300,af-ZA,train,vandag het ek my ou vriend bob raakgeloop,"['vandag', 'het', 'ek', 'my', 'ou', 'vriend', 'bob', 'raakgeloop']"
4301,af-ZA,train,wat is die domste vraag wat iemand jou al gevra het,"['wat', 'is', 'die', 'domste', 'vraag', 'wat', 'iemand', 'jou', 'al', 'gevra', 'het']"
4302,af-ZA,train,is jy jaloers op siri se rolprent loopbaan,"['is', 'jy', 'jaloers', 'op', 'siri', 'se', 'rolprent', 'loopbaan']"
4303,af-ZA,train,watter tipe leer sisteem gebruik jy,"['watter', 'tipe', 'leer', 'sisteem', 'gebruik', 'jy']"
4304,af-ZA,train,wat is die beste plek om hierdie maand te besoek,"['wat', 'is', 'die', 'beste', 'plek', 'om', 'hierdie', 'maand', 'te', 'besoek']"
4305,af-ZA,train,waar kan ek boerekos in hierdie area kry,"['waar', 'kan', 'ek', 'boerekos', 'in', 'hierdie', 'area', 'kry']"
4306,af-ZA,train,straal my op scotty,"['straal', 'my', 'op', 'scotty']"
4307,af-ZA,train,raaisels,['raaisels']
4308,af-ZA,train,politiek,['politiek']
4309,af-ZA,train,ekonomie,['ekonomie']
4310,af-ZA,train,die kinders maak my mal,"['die', 'kinders', 'maak', 'my', 'mal']"
4311,af-ZA,train,politieke nuus van belang vir die dag,"['politieke', 'nuus', 'van', 'belang', 'vir', 'die', 'dag']"
4312,af-ZA,train,my opkomende aktiwiteite,"['my', 'opkomende', 'aktiwiteite']"
4313,af-ZA,train,let daarop dat my dag goed verloop,"['let', 'daarop', 'dat', 'my', 'dag', 'goed', 'verloop']"
4314,af-ZA,train,open memo en sit nota by oor my vergadering,"['open', 'memo', 'en', 'sit', 'nota', 'by', 'oor', 'my', 'vergadering']"
4315,af-ZA,train,speletjies,['speletjies']
4316,af-ZA,train,populêre kultuur nuus,"['populêre', 'kultuur', 'nuus']"
4317,af-ZA,train,bekende persoon biografieë,"['bekende', 'persoon', 'biografieë']"
4318,af-ZA,train,tennis,['tennis']
4319,af-ZA,train,flieks,['flieks']
4320,af-ZA,train,vind vir my die goedkoopste kopie van four hour body,"['vind', 'vir', 'my', 'die', 'goedkoopste', 'kopie', 'van', 'four', 'hour', 'body']"
4321,af-ZA,train,waar kan ek 'n professionel voorbereider kry vir min geld,"['waar', 'kan', 'ek', ""'n"", 'professionel', 'voorbereider', 'kry', 'vir', 'min', 'geld']"
4322,af-ZA,train,wat is jou gunsteling kleur,"['wat', 'is', 'jou', 'gunsteling', 'kleur']"
4323,af-ZA,train,voel jy meer soos 'n masjien of 'n mens,"['voel', 'jy', 'meer', 'soos', ""'n"", 'masjien', 'of', ""'n"", 'mens']"
4324,af-ZA,train,ek het vandag oral vir my foon gesoek en kon dit nie vind nie olly,"['ek', 'het', 'vandag', 'oral', 'vir', 'my', 'foon', 'gesoek', 'en', 'kon', 'dit', 'nie', 'vind', 'nie', 'olly']"
4325,af-ZA,train,wat is 'n goeie fliek om nou te kyk,"['wat', 'is', ""'n"", 'goeie', 'fliek', 'om', 'nou', 'te', 'kyk']"
4326,af-ZA,train,teken aan wat vandag gebeur het,"['teken', 'aan', 'wat', 'vandag', 'gebeur', 'het']"
4327,af-ZA,train,hier is iets van vandag,"['hier', 'is', 'iets', 'van', 'vandag']"
4328,af-ZA,train,vandag het 'n paar dinge gebeur,"['vandag', 'het', ""'n"", 'paar', 'dinge', 'gebeur']"
4329,af-ZA,train,ek het vandag n motorongeluk gehad,"['ek', 'het', 'vandag', 'n', 'motorongeluk', 'gehad']"
4330,af-ZA,train,hoeveel top tien liedjies het koos kombuis verlede jaar gehad,"['hoeveel', 'top', 'tien', 'liedjies', 'het', 'koos', 'kombuis', 'verlede', 'jaar', 'gehad']"
4331,af-ZA,train,vind 'n kruidenierswinkel in die dorp wat geroomde ingelegde herring dra,"['vind', ""'n"", 'kruidenierswinkel', 'in', 'die', 'dorp', 'wat', 'geroomde', 'ingelegde', 'herring', 'dra']"
4332,af-ZA,train,werksgeleenthede in my area vir my vaardighede,"['werksgeleenthede', 'in', 'my', 'area', 'vir', 'my', 'vaardighede']"
4333,af-ZA,train,wanneer is die eerste sewentig grade dag voorspelling,"['wanneer', 'is', 'die', 'eerste', 'sewentig', 'grade', 'dag', 'voorspelling']"
4334,af-ZA,train,lewensdoelwitte,['lewensdoelwitte']
4335,af-ZA,train,goedkoopste vlugte na johannesburg van kaapstad,"['goedkoopste', 'vlugte', 'na', 'johannesburg', 'van', 'kaapstad']"
4336,af-ZA,train,watter eienskappe sal op 'n morele inventaris wees,"['watter', 'eienskappe', 'sal', 'op', ""'n"", 'morele', 'inventaris', 'wees']"
4337,af-ZA,train,hoeveel woorde ken dit,"['hoeveel', 'woorde', 'ken', 'dit']"
4338,af-ZA,train,hoeveel tale ken dit,"['hoeveel', 'tale', 'ken', 'dit']"
4339,af-ZA,train,hoe gaan dit vandag goed dankie,"['hoe', 'gaan', 'dit', 'vandag', 'goed', 'dankie']"
4340,af-ZA,train,wat is die weer buite dit is bewolk,"['wat', 'is', 'die', 'weer', 'buite', 'dit', 'is', 'bewolk']"
4341,af-ZA,train,wat wil jy vandag doen buite speel,"['wat', 'wil', 'jy', 'vandag', 'doen', 'buite', 'speel']"
4342,af-ZA,train,ek wil piet botha musiek hê,"['ek', 'wil', 'piet', 'botha', 'musiek', 'hê']"
4343,af-ZA,train,ek wil onderwerpe oor jongste nuus hê,"['ek', 'wil', 'onderwerpe', 'oor', 'jongste', 'nuus', 'hê']"
4344,af-ZA,train,ek wil onderwerpe oor bekendes skinderstories hê,"['ek', 'wil', 'onderwerpe', 'oor', 'bekendes', 'skinderstories', 'hê']"
4345,af-ZA,train,vertel my van die nuutste media neigings,"['vertel', 'my', 'van', 'die', 'nuutste', 'media', 'neigings']"
4346,af-ZA,train,wat is die gewilde onderwerpe in die wêreld,"['wat', 'is', 'die', 'gewilde', 'onderwerpe', 'in', 'die', 'wêreld']"
4347,af-ZA,train,horoskoop,['horoskoop']
4348,af-ZA,train,wat is vir aandete,"['wat', 'is', 'vir', 'aandete']"
4349,af-ZA,train,hoe is my skedule vir die dag,"['hoe', 'is', 'my', 'skedule', 'vir', 'die', 'dag']"
4350,af-ZA,train,wat is die beste italiaanse restaurant hier rond,"['wat', 'is', 'die', 'beste', 'italiaanse', 'restaurant', 'hier', 'rond']"
4351,af-ZA,train,vandag was sleg,"['vandag', 'was', 'sleg']"
4352,af-ZA,train,wat is die weer,"['wat', 'is', 'die', 'weer']"
4353,af-ZA,train,vertel vir my 'n fun fact,"['vertel', 'vir', 'my', ""'n"", 'fun', 'fact']"
4354,af-ZA,train,flieks maak geld,"['flieks', 'maak', 'geld']"
4355,af-ZA,train,wat gebeur olly,"['wat', 'gebeur', 'olly']"
4356,af-ZA,train,wat gebeur,"['wat', 'gebeur']"
4357,af-ZA,train,ek was vandag in 'n ongeluk,"['ek', 'was', 'vandag', 'in', ""'n"", 'ongeluk']"
4358,af-ZA,train,olly ek het vandag gewerk,"['olly', 'ek', 'het', 'vandag', 'gewerk']"
4359,af-ZA,train,waarvan ek nie hou nie,"['waarvan', 'ek', 'nie', 'hou', 'nie']"
4360,af-ZA,train,wie dink jy sal omgee,"['wie', 'dink', 'jy', 'sal', 'omgee']"
4361,af-ZA,train,kennisgewings,['kennisgewings']
4362,af-ZA,train,ek will graag haar geskiedenis weet,"['ek', 'will', 'graag', 'haar', 'geskiedenis', 'weet']"
4363,af-ZA,train,huidige plaaslike gebeurtenisse,"['huidige', 'plaaslike', 'gebeurtenisse']"
4364,af-ZA,train,kan jy my asseblief sê wie jy is,"['kan', 'jy', 'my', 'asseblief', 'sê', 'wie', 'jy', 'is']"
4365,af-ZA,train,ek het vandag vyf myl gehardloop,"['ek', 'het', 'vandag', 'vyf', 'myl', 'gehardloop']"
4366,af-ZA,train,my seun is vandag gebore,"['my', 'seun', 'is', 'vandag', 'gebore']"
4367,af-ZA,train,warm nuus,"['warm', 'nuus']"
4368,af-ZA,train,hey ek voel goed,"['hey', 'ek', 'voel', 'goed']"
4369,af-ZA,train,speel twenty questions,"['speel', 'twenty', 'questions']"
4370,af-ZA,train,hou jy van die president,"['hou', 'jy', 'van', 'die', 'president']"
4371,af-ZA,train,huidige gebeure,"['huidige', 'gebeure']"
4372,af-ZA,train,sports tellings,"['sports', 'tellings']"
4373,af-ZA,train,e-posse,['e-posse']
4374,af-ZA,train,onthou alarms,"['onthou', 'alarms']"
4375,af-ZA,train,wekkers,['wekkers']
4376,af-ZA,train,wat is op t.v.,"['wat', 'is', 'op', 't.v.']"
4377,af-ZA,train,werk was aaklig vandag,"['werk', 'was', 'aaklig', 'vandag']"
4378,af-ZA,train,inkopies,['inkopies']
4379,af-ZA,train,vertel my jou antwoord,"['vertel', 'my', 'jou', 'antwoord']"
4380,af-ZA,train,olly waaroor droom jy,"['olly', 'waaroor', 'droom', 'jy']"
4381,af-ZA,train,hoe om gesond te eet,"['hoe', 'om', 'gesond', 'te', 'eet']"
4382,af-ZA,train,let asseblief op vandag het 'n verskriklike ding met my gebeur omdat my vriend onbeskof teenoor my opgetree het,"['let', 'asseblief', 'op', 'vandag', 'het', ""'n"", 'verskriklike', 'ding', 'met', 'my', 'gebeur', 'omdat', 'my', 'vriend', 'onbeskof', 'teenoor', 'my', 'opgetree', 'het']"
4383,af-ZA,train,resenseer die nuutste flieks,"['resenseer', 'die', 'nuutste', 'flieks']"
4384,af-ZA,train,wys teater produksies naby my,"['wys', 'teater', 'produksies', 'naby', 'my']"
4385,af-ZA,train,wie gaan die presidentiele verkiesing wen,"['wie', 'gaan', 'die', 'presidentiele', 'verkiesing', 'wen']"
4386,af-ZA,train,wat is die jongste model b. m. w. motor,"['wat', 'is', 'die', 'jongste', 'model', 'b.', 'm.', 'w.', 'motor']"
4387,af-ZA,train,wat is jou bui vandag,"['wat', 'is', 'jou', 'bui', 'vandag']"
4388,af-ZA,train,app bestuur,"['app', 'bestuur']"
4389,af-ZA,train,lêer berging,"['lêer', 'berging']"
4390,af-ZA,train,wat is jou naam,"['wat', 'is', 'jou', 'naam']"
4391,af-ZA,train,hoe voel jy vandag,"['hoe', 'voel', 'jy', 'vandag']"
4392,af-ZA,train,plaaslike nuus,"['plaaslike', 'nuus']"
4393,af-ZA,train,huidige politiek,"['huidige', 'politiek']"
4394,af-ZA,train,hoekom hou ons aan om dagligbesparingstyd te hê,"['hoekom', 'hou', 'ons', 'aan', 'om', 'dagligbesparingstyd', 'te', 'hê']"
4395,af-ZA,train,wat is die beste gereg in die land,"['wat', 'is', 'die', 'beste', 'gereg', 'in', 'die', 'land']"
4396,af-ZA,train,vertel my grappe,"['vertel', 'my', 'grappe']"
4397,af-ZA,train,hoe erg is verkeer op my pendel,"['hoe', 'erg', 'is', 'verkeer', 'op', 'my', 'pendel']"
4398,af-ZA,train,hoe gaan dit met jou vandag,"['hoe', 'gaan', 'dit', 'met', 'jou', 'vandag']"
4399,af-ZA,train,olly vandag was 'n vermoeiende dag,"['olly', 'vandag', 'was', ""'n"", 'vermoeiende', 'dag']"
4400,af-ZA,train,dit was 'n baie gejaagde werksdag,"['dit', 'was', ""'n"", 'baie', 'gejaagde', 'werksdag']"
4401,af-ZA,train,wat is die storie van die film invictus,"['wat', 'is', 'die', 'storie', 'van', 'die', 'film', 'invictus']"
