,locale,partition,utt,tokens
3306,tl-PH,train,mga setting ng ilaw,"['mga', 'setting', 'ng', 'ilaw']"
3307,tl-PH,train,palitan ang kulay,"['palitan', 'ang', 'kulay']"
3308,tl-PH,train,anong nangyayari kay trump,"['anong', 'nangyayari', 'kay', 'trump']"
3309,tl-PH,train,anong nangyayari sa pilipinas,"['anong', 'nangyayari', 'sa', 'pilipinas']"
3310,tl-PH,train,ano na balita sa pilipinas,"['ano', 'na', 'balita', 'sa', 'pilipinas']"
3311,tl-PH,train,i-save ang opinion kong post na kalalagay lang dito sa kanta,"['i-save', 'ang', 'opinion', 'kong', 'post', 'na', 'kalalagay', 'lang', 'dito', 'sa', 'kanta']"
3312,tl-PH,train,panatilihin akong napapanahon sa kung ano ang nangyayari sa timog-silangang africa sa kasalukuyan,"['panatilihin', 'akong', 'napapanahon', 'sa', 'kung', 'ano', 'ang', 'nangyayari', 'sa', 'timog-silangang', 'africa', 'sa', 'kasalukuyan']"
3313,tl-PH,train,mangyaring panatilihin ang mga tab sa kung paano ang mga debate sa pagkapangulo ay nangyayari,"['mangyaring', 'panatilihin', 'ang', 'mga', 'tab', 'sa', 'kung', 'paano', 'ang', 'mga', 'debate', 'sa', 'pagkapangulo', 'ay', 'nangyayari']"
3314,tl-PH,train,nakilala mo ba siya,"['nakilala', 'mo', 'ba', 'siya']"
3315,tl-PH,train,kumuha ng bago,"['kumuha', 'ng', 'bago']"
3316,tl-PH,train,balita ngayon,"['balita', 'ngayon']"
3317,tl-PH,train,mga headline ng palakasan,"['mga', 'headline', 'ng', 'palakasan']"
3318,tl-PH,train,masyadong maliwanag ang mga ilaw,"['masyadong', 'maliwanag', 'ang', 'mga', 'ilaw']"
3319,tl-PH,train,paano ang kantang ito,"['paano', 'ang', 'kantang', 'ito']"
3320,tl-PH,train,hinaan ang tono ng medya,"['hinaan', 'ang', 'tono', 'ng', 'medya']"
3321,tl-PH,train,palakasin ang musika pakiusap,"['palakasin', 'ang', 'musika', 'pakiusap']"
3322,tl-PH,train,patayin ang tunog ng media,"['patayin', 'ang', 'tunog', 'ng', 'media']"
3323,tl-PH,train,mainit ba,"['mainit', 'ba']"
3324,tl-PH,train,malamig ba,"['malamig', 'ba']"
3325,tl-PH,train,mga biro ngayon,"['mga', 'biro', 'ngayon']"
3326,tl-PH,train,bukas na mga biro,"['bukas', 'na', 'mga', 'biro']"
3327,tl-PH,train,bagong mga awitin ng december avenue,"['bagong', 'mga', 'awitin', 'ng', 'december', 'avenue']"
3328,tl-PH,train,ano ang tungkol sa biro na ito,"['ano', 'ang', 'tungkol', 'sa', 'biro', 'na', 'ito']"
3329,tl-PH,train,ano ang petsa at buwan ngayon,"['ano', 'ang', 'petsa', 'at', 'buwan', 'ngayon']"
3330,tl-PH,train,temperatura sa augusta ga,"['temperatura', 'sa', 'augusta', 'ga']"
3331,tl-PH,train,sampung araw ulat panahon sa baltimore,"['sampung', 'araw', 'ulat', 'panahon', 'sa', 'baltimore']"
3332,tl-PH,train,patugtugin ang playlist na pang workout,"['patugtugin', 'ang', 'playlist', 'na', 'pang', 'workout']"
3333,tl-PH,train,i-play para sa akin ang pinakabagong mga kanta mula sa net,"['i-play', 'para', 'sa', 'akin', 'ang', 'pinakabagong', 'mga', 'kanta', 'mula', 'sa', 'net']"
3334,tl-PH,train,i-play ang black eyed peas na awitin,"['i-play', 'ang', 'black', 'eyed', 'peas', 'na', 'awitin']"
3335,tl-PH,train,patayin ang lahat ng mga hudyat,"['patayin', 'ang', 'lahat', 'ng', 'mga', 'hudyat']"
3336,tl-PH,train,ano kaya ang petsa sa susunod na miyerkules,"['ano', 'kaya', 'ang', 'petsa', 'sa', 'susunod', 'na', 'miyerkules']"
3337,tl-PH,train,anong araw ang ika-labing lima,"['anong', 'araw', 'ang', 'ika-labing', 'lima']"
3338,tl-PH,train,anong taon nirecord ang kantang ito,"['anong', 'taon', 'nirecord', 'ang', 'kantang', 'ito']"
3339,tl-PH,train,ulat panahon nitong mga linggo,"['ulat', 'panahon', 'nitong', 'mga', 'linggo']"
3340,tl-PH,train,ulat panahon ngayong linggo,"['ulat', 'panahon', 'ngayong', 'linggo']"
3341,tl-PH,train,buksan ang aking unang naka iskedyul na hudyat,"['buksan', 'ang', 'aking', 'unang', 'naka', 'iskedyul', 'na', 'hudyat']"
3342,tl-PH,train,anong araw ang pasko,"['anong', 'araw', 'ang', 'pasko']"
3343,tl-PH,train,ano ang magiging panahon sa biyernes,"['ano', 'ang', 'magiging', 'panahon', 'sa', 'biyernes']"
3344,tl-PH,train,kailan ko aasahan ang aking chinese take-out mula sa emerald garden,"['kailan', 'ko', 'aasahan', 'ang', 'aking', 'chinese', 'take-out', 'mula', 'sa', 'emerald', 'garden']"
3345,tl-PH,train,hilahin ang aking party playlist,"['hilahin', 'ang', 'aking', 'party', 'playlist']"
3346,tl-PH,train,pumunta sa klasikong playlist,"['pumunta', 'sa', 'klasikong', 'playlist']"
3347,tl-PH,train,gusto kong marinig ang aking rap playlist,"['gusto', 'kong', 'marinig', 'ang', 'aking', 'rap', 'playlist']"
3348,tl-PH,train,maaari ko bang makuha ang kasalukuyang oras,"['maaari', 'ko', 'bang', 'makuha', 'ang', 'kasalukuyang', 'oras']"
3349,tl-PH,train,pakiusap magsalita ka ng mahinahon,"['pakiusap', 'magsalita', 'ka', 'ng', 'mahinahon']"
3350,tl-PH,train,pataasin ang tono sa pinakamataas na antas,"['pataasin', 'ang', 'tono', 'sa', 'pinakamataas', 'na', 'antas']"
3351,tl-PH,train,vacuum sa sala,"['vacuum', 'sa', 'sala']"
3352,tl-PH,train,simulan ang robotic vacuum,"['simulan', 'ang', 'robotic', 'vacuum']"
3353,tl-PH,train,sabihin mo sa akin ang isang biro tungkol sa mga manok,"['sabihin', 'mo', 'sa', 'akin', 'ang', 'isang', 'biro', 'tungkol', 'sa', 'mga', 'manok']"
3354,tl-PH,train,mangyaring sabihin sa akin ang isang biro na sa tingin ko ay nakakatawa,"['mangyaring', 'sabihin', 'sa', 'akin', 'ang', 'isang', 'biro', 'na', 'sa', 'tingin', 'ko', 'ay', 'nakakatawa']"
3355,tl-PH,train,i-save ang kantang ito sa aking mga paborito,"['i-save', 'ang', 'kantang', 'ito', 'sa', 'aking', 'mga', 'paborito']"
3356,tl-PH,train,hindi ako nag-enjoy sa kantang ito,"['hindi', 'ako', 'nag-enjoy', 'sa', 'kantang', 'ito']"
3357,tl-PH,train,pagkasira ng tren,"['pagkasira', 'ng', 'tren']"
3358,tl-PH,train,iyong mga senaryo sa iyong p. c. at ilipat ang mga ito pabalik sa sa pamamagitan ng mainit,"['iyong', 'mga', 'senaryo', 'sa', 'iyong', 'p.', 'c.', 'at', 'ilipat', 'ang', 'mga', 'ito', 'pabalik', 'sa', 'sa', 'pamamagitan', 'ng', 'mainit']"
3359,tl-PH,train,saan mahuhulog ang dalawampu't dalawa sa buwang ito,"['saan', 'mahuhulog', 'ang', ""dalawampu't"", 'dalawa', 'sa', 'buwang', 'ito']"
3360,tl-PH,train,kailan ang ikatlong lunes ng buwang ito,"['kailan', 'ang', 'ikatlong', 'lunes', 'ng', 'buwang', 'ito']"
3361,tl-PH,train,patugtugin lahat ng m. y. m. p.,"['patugtugin', 'lahat', 'ng', 'm.', 'y.', 'm.', 'p.']"
3362,tl-PH,train,kailangang magdala ng payong ngayong gabi,"['kailangang', 'magdala', 'ng', 'payong', 'ngayong', 'gabi']"
3363,tl-PH,train,balasahin ang playlist,"['balasahin', 'ang', 'playlist']"
3364,tl-PH,train,ibaba ang tunog,"['ibaba', 'ang', 'tunog']"
3365,tl-PH,train,pakiusap patayin ang aking wemo plug,"['pakiusap', 'patayin', 'ang', 'aking', 'wemo', 'plug']"
3366,tl-PH,train,buksan ang wemo plug socket,"['buksan', 'ang', 'wemo', 'plug', 'socket']"
3367,tl-PH,train,sabihin sa akin ang tungkol kay luis antonio tagle,"['sabihin', 'sa', 'akin', 'ang', 'tungkol', 'kay', 'luis', 'antonio', 'tagle']"
3368,tl-PH,train,tanggalin ang hudyat ko sa trabaho,"['tanggalin', 'ang', 'hudyat', 'ko', 'sa', 'trabaho']"
3369,tl-PH,train,sabihin sa akin ang mga kanta na kasalukuyang pinapatugtug,"['sabihin', 'sa', 'akin', 'ang', 'mga', 'kanta', 'na', 'kasalukuyang', 'pinapatugtug']"
3370,tl-PH,train,patugtugin ang you are my sunshine,"['patugtugin', 'ang', 'you', 'are', 'my', 'sunshine']"
3371,tl-PH,train,mag play ng mga pang batang musika,"['mag', 'play', 'ng', 'mga', 'pang', 'batang', 'musika']"
3372,tl-PH,train,anong araw ng linggo ang ikadalawampu't lima,"['anong', 'araw', 'ng', 'linggo', 'ang', ""ikadalawampu't"", 'lima']"
3373,tl-PH,train,anong araw ng linggo ang ikadalawamput anim,"['anong', 'araw', 'ng', 'linggo', 'ang', 'ikadalawamput', 'anim']"
3374,tl-PH,train,kailangan kong lakasan mo ang tono,"['kailangan', 'kong', 'lakasan', 'mo', 'ang', 'tono']"
3375,tl-PH,train,mga setting ng volume pakiusap,"['mga', 'setting', 'ng', 'volume', 'pakiusap']"
3376,tl-PH,train,anong nakakatawang biro,"['anong', 'nakakatawang', 'biro']"
3377,tl-PH,train,anong araw ng linggo ngayon,"['anong', 'araw', 'ng', 'linggo', 'ngayon']"
3378,tl-PH,train,pakisabi sa akin ang petsa,"['pakisabi', 'sa', 'akin', 'ang', 'petsa']"
3379,tl-PH,train,gumawa ng isang tasa ng kape,"['gumawa', 'ng', 'isang', 'tasa', 'ng', 'kape']"
3380,tl-PH,train,isang tasa ng kape,"['isang', 'tasa', 'ng', 'kape']"
3381,tl-PH,train,anong playlist ang nasa balasahin,"['anong', 'playlist', 'ang', 'nasa', 'balasahin']"
3382,tl-PH,train,patugtugin ang zack tabudlo,"['patugtugin', 'ang', 'zack', 'tabudlo']"
3383,tl-PH,train,arthur nery,"['arthur', 'nery']"
3384,tl-PH,train,patayin ang saksakan,"['patayin', 'ang', 'saksakan']"
3385,tl-PH,train,puwede mo bang imute ang aking speaker,"['puwede', 'mo', 'bang', 'imute', 'ang', 'aking', 'speaker']"
3386,tl-PH,train,tulungan mo akong imute ang aking speaker,"['tulungan', 'mo', 'akong', 'imute', 'ang', 'aking', 'speaker']"
3387,tl-PH,train,pagkatapos ng kantang ito paki-play ang kantang ito,"['pagkatapos', 'ng', 'kantang', 'ito', 'paki-play', 'ang', 'kantang', 'ito']"
3388,tl-PH,train,gaano katagal ang kantang ito,"['gaano', 'katagal', 'ang', 'kantang', 'ito']"
3389,tl-PH,train,i-play ang pagsamo sa susunod,"['i-play', 'ang', 'pagsamo', 'sa', 'susunod']"
3390,tl-PH,train,gawin mas maliwanag ang ilaw,"['gawin', 'mas', 'maliwanag', 'ang', 'ilaw']"
3391,tl-PH,train,pataasin ang liwanag ng ilaw,"['pataasin', 'ang', 'liwanag', 'ng', 'ilaw']"
3392,tl-PH,train,pataasin ang ilaw,"['pataasin', 'ang', 'ilaw']"
3393,tl-PH,train,kung ako ay nasa silangang time zone anong oras na,"['kung', 'ako', 'ay', 'nasa', 'silangang', 'time', 'zone', 'anong', 'oras', 'na']"
3394,tl-PH,train,para sa anong mga araw nakatakda ang aking mga alarm,"['para', 'sa', 'anong', 'mga', 'araw', 'nakatakda', 'ang', 'aking', 'mga', 'alarm']"
3395,tl-PH,train,kailangan ko ba ang jaket ngayong hapon,"['kailangan', 'ko', 'ba', 'ang', 'jaket', 'ngayong', 'hapon']"
3396,tl-PH,train,olly gawin ang aking karaniwan,"['olly', 'gawin', 'ang', 'aking', 'karaniwan']"
3397,tl-PH,train,bumabagyo ba ngayon,"['bumabagyo', 'ba', 'ngayon']"
3398,tl-PH,train,paliwanagin ang mga ilaw kahit konti lang,"['paliwanagin', 'ang', 'mga', 'ilaw', 'kahit', 'konti', 'lang']"
3399,tl-PH,train,gusto ko ng mainit na kape,"['gusto', 'ko', 'ng', 'mainit', 'na', 'kape']"
3400,tl-PH,train,i-play ang aking huling na-download na mga kanta,"['i-play', 'ang', 'aking', 'huling', 'na-download', 'na', 'mga', 'kanta']"
3401,tl-PH,train,i-play ang aking itunes music,"['i-play', 'ang', 'aking', 'itunes', 'music']"
3402,tl-PH,train,jazz ay maaaring maging pagpipilian para sa akin,"['jazz', 'ay', 'maaaring', 'maging', 'pagpipilian', 'para', 'sa', 'akin']"
3403,tl-PH,train,okay lang slow rock,"['okay', 'lang', 'slow', 'rock']"
3404,tl-PH,train,gawing asul ang silid,"['gawing', 'asul', 'ang', 'silid']"
3405,tl-PH,train,balitaan mo ako,"['balitaan', 'mo', 'ako']"
3406,tl-PH,train,kunin ito sa aking device,"['kunin', 'ito', 'sa', 'aking', 'device']"
3407,tl-PH,train,paano mo makukuha,"['paano', 'mo', 'makukuha']"
3408,tl-PH,train,pwede mo bang lakasan ang tono,"['pwede', 'mo', 'bang', 'lakasan', 'ang', 'tono']"
3409,tl-PH,train,sabihin sa akin ang isang biro tungkol sa mga aso,"['sabihin', 'sa', 'akin', 'ang', 'isang', 'biro', 'tungkol', 'sa', 'mga', 'aso']"
3410,tl-PH,train,gaano kainit ngayon,"['gaano', 'kainit', 'ngayon']"
3411,tl-PH,train,magiging maulan ba sa aking lugar,"['magiging', 'maulan', 'ba', 'sa', 'aking', 'lugar']"
3412,tl-PH,train,katayuan ng klima,"['katayuan', 'ng', 'klima']"
3413,tl-PH,train,oras ng hudyat para sa alas dose ng tanghali,"['oras', 'ng', 'hudyat', 'para', 'sa', 'alas', 'dose', 'ng', 'tanghali']"
3414,tl-PH,train,alexa pihitin pababa ang mga ilaw sa sala,"['alexa', 'pihitin', 'pababa', 'ang', 'mga', 'ilaw', 'sa', 'sala']"
3415,tl-PH,train,palitan at pababain ang mga ilaw sa sala,"['palitan', 'at', 'pababain', 'ang', 'mga', 'ilaw', 'sa', 'sala']"
3416,tl-PH,train,pakiusap babaan hanggang limampung porsyento sa kwarto,"['pakiusap', 'babaan', 'hanggang', 'limampung', 'porsyento', 'sa', 'kwarto']"
3417,tl-PH,train,buksan ang mobile charger plug,"['buksan', 'ang', 'mobile', 'charger', 'plug']"
3418,tl-PH,train,lahat ng pindutan sa dashboard,"['lahat', 'ng', 'pindutan', 'sa', 'dashboard']"
3419,tl-PH,train,kailangan ko ng hudyat,"['kailangan', 'ko', 'ng', 'hudyat']"
3420,tl-PH,train,bigyan mo ako ng balita sa musika,"['bigyan', 'mo', 'ako', 'ng', 'balita', 'sa', 'musika']"
3421,tl-PH,train,sabihin sa akin ang tungkol sa pinakabagong balita sa pulitika,"['sabihin', 'sa', 'akin', 'ang', 'tungkol', 'sa', 'pinakabagong', 'balita', 'sa', 'pulitika']"
3422,tl-PH,train,ano ang pinakabagong balita para sa moda,"['ano', 'ang', 'pinakabagong', 'balita', 'para', 'sa', 'moda']"
3423,tl-PH,train,ano ang kanta ng frasier theme song,"['ano', 'ang', 'kanta', 'ng', 'frasier', 'theme', 'song']"
3424,tl-PH,train,mangyaring sabihin sa akin ang pinakabagong balita ng mundo,"['mangyaring', 'sabihin', 'sa', 'akin', 'ang', 'pinakabagong', 'balita', 'ng', 'mundo']"
3425,tl-PH,train,sabihin mo sa akin kapag may bagong balita tungkol kay donald trump,"['sabihin', 'mo', 'sa', 'akin', 'kapag', 'may', 'bagong', 'balita', 'tungkol', 'kay', 'donald', 'trump']"
3426,tl-PH,train,ano ang pinakabagong balita tungkol sa philhealth,"['ano', 'ang', 'pinakabagong', 'balita', 'tungkol', 'sa', 'philhealth']"
3427,tl-PH,train,pinakabagong balita mula sa benguet,"['pinakabagong', 'balita', 'mula', 'sa', 'benguet']"
3428,tl-PH,train,baguhin ang antas ng lakas ng tunog hanggang labinsiyam pakiusap,"['baguhin', 'ang', 'antas', 'ng', 'lakas', 'ng', 'tunog', 'hanggang', 'labinsiyam', 'pakiusap']"
3429,tl-PH,train,ulitin ang huling kanta,"['ulitin', 'ang', 'huling', 'kanta']"
3430,tl-PH,train,pakilagay ang playlist na ito sa shuffle,"['pakilagay', 'ang', 'playlist', 'na', 'ito', 'sa', 'shuffle']"
3431,tl-PH,train,magtakda ng bagong hudyat sa alas singko ng umaga,"['magtakda', 'ng', 'bagong', 'hudyat', 'sa', 'alas', 'singko', 'ng', 'umaga']"
3432,tl-PH,train,mangyaring lumikha ng bagong hudyat,"['mangyaring', 'lumikha', 'ng', 'bagong', 'hudyat']"
3433,tl-PH,train,alas sais ng umaga pakiusap,"['alas', 'sais', 'ng', 'umaga', 'pakiusap']"
3434,tl-PH,train,ano ang klima ngayong linggo,"['ano', 'ang', 'klima', 'ngayong', 'linggo']"
3435,tl-PH,train,iplan ang ilang malambot na jazz,"['iplan', 'ang', 'ilang', 'malambot', 'na', 'jazz']"
3436,tl-PH,train,parang malamig,"['parang', 'malamig']"
3437,tl-PH,train,kailangan ko ba ang kapote,"['kailangan', 'ko', 'ba', 'ang', 'kapote']"
3438,tl-PH,train,magrekomenda ng mga artistang katulad ni sarah geronimo,"['magrekomenda', 'ng', 'mga', 'artistang', 'katulad', 'ni', 'sarah', 'geronimo']"
3439,tl-PH,train,anong kanta ang pinaka pinapatugtog ko,"['anong', 'kanta', 'ang', 'pinaka', 'pinapatugtog', 'ko']"
3440,tl-PH,train,anong genre ng musika ang madalas kong pinapatugtog,"['anong', 'genre', 'ng', 'musika', 'ang', 'madalas', 'kong', 'pinapatugtog']"
3441,tl-PH,train,lumikha ng hudyat para sa alas sais ng umaga,"['lumikha', 'ng', 'hudyat', 'para', 'sa', 'alas', 'sais', 'ng', 'umaga']"
3442,tl-PH,train,olly pakibasa po ako ng balita ngayong araw,"['olly', 'pakibasa', 'po', 'ako', 'ng', 'balita', 'ngayong', 'araw']"
3443,tl-PH,train,olly anong nangyari sa balita ngayon,"['olly', 'anong', 'nangyari', 'sa', 'balita', 'ngayon']"
3444,tl-PH,train,siri anong nangyari sa balita ngayong araw,"['siri', 'anong', 'nangyari', 'sa', 'balita', 'ngayong', 'araw']"
3445,tl-PH,train,olly laktawan ang kanta,"['olly', 'laktawan', 'ang', 'kanta']"
3446,tl-PH,train,olly laktawan ang dalawang kanta,"['olly', 'laktawan', 'ang', 'dalawang', 'kanta']"
3447,tl-PH,train,siri lumaktaw ng dalawang kanta,"['siri', 'lumaktaw', 'ng', 'dalawang', 'kanta']"
3448,tl-PH,train,ang oras,"['ang', 'oras']"
3449,tl-PH,train,ipihit at buksan ang ilaw sa sulok,"['ipihit', 'at', 'buksan', 'ang', 'ilaw', 'sa', 'sulok']"
3450,tl-PH,train,ipihit at buksan lahat ang ilaw,"['ipihit', 'at', 'buksan', 'lahat', 'ang', 'ilaw']"
3451,tl-PH,train,olly itakda sa alas siyete n. u. ang kapeng barako,"['olly', 'itakda', 'sa', 'alas', 'siyete', 'n.', 'u.', 'ang', 'kapeng', 'barako']"
3452,tl-PH,train,olly magtimpla ng kape,"['olly', 'magtimpla', 'ng', 'kape']"
3453,tl-PH,train,olly kanselahin ang mga hudyat sa yoga,"['olly', 'kanselahin', 'ang', 'mga', 'hudyat', 'sa', 'yoga']"
3454,tl-PH,train,siri kanselahin ang lahat ng mga hudyat sa pagsasanay sa soccer,"['siri', 'kanselahin', 'ang', 'lahat', 'ng', 'mga', 'hudyat', 'sa', 'pagsasanay', 'sa', 'soccer']"
3455,tl-PH,train,olly anong oras na sa denver,"['olly', 'anong', 'oras', 'na', 'sa', 'denver']"
3456,tl-PH,train,olly balasahin ang playlist,"['olly', 'balasahin', 'ang', 'playlist']"
3457,tl-PH,train,patugtugin ang habang buhay ngayon,"['patugtugin', 'ang', 'habang', 'buhay', 'ngayon']"
3458,tl-PH,train,simulan ang binhi ngayon na,"['simulan', 'ang', 'binhi', 'ngayon', 'na']"
3459,tl-PH,train,mag-play ng rap na kanta,"['mag-play', 'ng', 'rap', 'na', 'kanta']"
3460,tl-PH,train,kailangan ko ba ang kapote sa araw pagkatapos,"['kailangan', 'ko', 'ba', 'ang', 'kapote', 'sa', 'araw', 'pagkatapos']"
3461,tl-PH,train,may anumang hudyat ba pagkatapos ng alas singko ng umaga,"['may', 'anumang', 'hudyat', 'ba', 'pagkatapos', 'ng', 'alas', 'singko', 'ng', 'umaga']"
3462,tl-PH,train,alisin ang anumang alarm,"['alisin', 'ang', 'anumang', 'alarm']"
3463,tl-PH,train,hindi tayo pwede ng the juans,"['hindi', 'tayo', 'pwede', 'ng', 'the', 'juans']"
3464,tl-PH,train,six cycle mind sandalan,"['six', 'cycle', 'mind', 'sandalan']"
3465,tl-PH,train,suriin kung mayroong anumang hudyat pagkatapos ng alas singko ng umaga,"['suriin', 'kung', 'mayroong', 'anumang', 'hudyat', 'pagkatapos', 'ng', 'alas', 'singko', 'ng', 'umaga']"
3466,tl-PH,train,alisin ang lahat ng alarm kung mayroon man,"['alisin', 'ang', 'lahat', 'ng', 'alarm', 'kung', 'mayroon', 'man']"
3467,tl-PH,train,ano ang temperatura sa labas,"['ano', 'ang', 'temperatura', 'sa', 'labas']"
3468,tl-PH,train,mainit o malamig ba sa labas,"['mainit', 'o', 'malamig', 'ba', 'sa', 'labas']"
3469,tl-PH,train,mga taong nagkansela ng mga bakasyon sa iowa dahil sa mga salita ng kongresista,"['mga', 'taong', 'nagkansela', 'ng', 'mga', 'bakasyon', 'sa', 'iowa', 'dahil', 'sa', 'mga', 'salita', 'ng', 'kongresista']"
3470,tl-PH,train,i-play ang unang playlist,"['i-play', 'ang', 'unang', 'playlist']"
3471,tl-PH,train,i play ang kamakailang idinagdag mga kanta,"['i', 'play', 'ang', 'kamakailang', 'idinagdag', 'mga', 'kanta']"
3472,tl-PH,train,mangyaring sabihin sa akin kung ano ang oras sa maynila pilipinas,"['mangyaring', 'sabihin', 'sa', 'akin', 'kung', 'ano', 'ang', 'oras', 'sa', 'maynila', 'pilipinas']"
3473,tl-PH,train,simulang ang aking mga paboritong opm music,"['simulang', 'ang', 'aking', 'mga', 'paboritong', 'opm', 'music']"
3474,tl-PH,train,pakisabi kung ano ang resulta ng halalan ngayon na nangyari,"['pakisabi', 'kung', 'ano', 'ang', 'resulta', 'ng', 'halalan', 'ngayon', 'na', 'nangyari']"
3475,tl-PH,train,ipaalam sa akin ang tungkol sa balita,"['ipaalam', 'sa', 'akin', 'ang', 'tungkol', 'sa', 'balita']"
3476,tl-PH,train,balita ngayong araw,"['balita', 'ngayong', 'araw']"
3477,tl-PH,train,mangyaring sabihin sa akin ang klima sa san fernando sa parating na linggo,"['mangyaring', 'sabihin', 'sa', 'akin', 'ang', 'klima', 'sa', 'san', 'fernando', 'sa', 'parating', 'na', 'linggo']"
3478,tl-PH,train,sabihin sa akin ano ang maulan na araw base sa ulat panahon,"['sabihin', 'sa', 'akin', 'ano', 'ang', 'maulan', 'na', 'araw', 'base', 'sa', 'ulat', 'panahon']"
3479,tl-PH,train,naka on ang silent mode sa susunod na tatlong oras,"['naka', 'on', 'ang', 'silent', 'mode', 'sa', 'susunod', 'na', 'tatlong', 'oras']"
3480,tl-PH,train,laktawan sa susunod na kanta,"['laktawan', 'sa', 'susunod', 'na', 'kanta']"
3481,tl-PH,train,paki ulit ang huling kanta,"['paki', 'ulit', 'ang', 'huling', 'kanta']"
3482,tl-PH,train,olly masyadong maliwanag ipihit ng sarado ang ilaw,"['olly', 'masyadong', 'maliwanag', 'ipihit', 'ng', 'sarado', 'ang', 'ilaw']"
3483,tl-PH,train,tawagan mo ako ng alas sais ng umaga,"['tawagan', 'mo', 'ako', 'ng', 'alas', 'sais', 'ng', 'umaga']"
3484,tl-PH,train,gusto kong bumangon ng alas sais ng umaga,"['gusto', 'kong', 'bumangon', 'ng', 'alas', 'sais', 'ng', 'umaga']"
3485,tl-PH,train,mangyaring bigyan ako ng petsa ngayong araw,"['mangyaring', 'bigyan', 'ako', 'ng', 'petsa', 'ngayong', 'araw']"
3486,tl-PH,train,magpapadilim ng silid ng konti,"['magpapadilim', 'ng', 'silid', 'ng', 'konti']"
3487,tl-PH,train,uulan ba sa maynila mamaya,"['uulan', 'ba', 'sa', 'maynila', 'mamaya']"
3488,tl-PH,train,kailangan ko bang kunin ang payong sa maynila ngayong hapon,"['kailangan', 'ko', 'bang', 'kunin', 'ang', 'payong', 'sa', 'maynila', 'ngayong', 'hapon']"
3489,tl-PH,train,mangyaring dalhin ako sa wall street journal,"['mangyaring', 'dalhin', 'ako', 'sa', 'wall', 'street', 'journal']"
3490,tl-PH,train,ipakita sa akin ang higit pa tungkol sa halalan sa pagkapangulo,"['ipakita', 'sa', 'akin', 'ang', 'higit', 'pa', 'tungkol', 'sa', 'halalan', 'sa', 'pagkapangulo']"
3491,tl-PH,train,ipakita sa akin ang mga artikulo tungkol sa bagong iphone eight,"['ipakita', 'sa', 'akin', 'ang', 'mga', 'artikulo', 'tungkol', 'sa', 'bagong', 'iphone', 'eight']"
3492,tl-PH,train,pwede mo bang i set ang alarm ko ng pitong tatlumpu n. u.,"['pwede', 'mo', 'bang', 'i', 'set', 'ang', 'alarm', 'ko', 'ng', 'pitong', 'tatlumpu', 'n.', 'u.']"
3493,tl-PH,train,pakiusap gisingin mo ako ng alas siyete trenta ng umaga,"['pakiusap', 'gisingin', 'mo', 'ako', 'ng', 'alas', 'siyete', 'trenta', 'ng', 'umaga']"
3494,tl-PH,train,magtakda ng tuloy tuloy na hudyat nang walang opsyong mag snooze ng alas siyete ng umaga pakiusap,"['magtakda', 'ng', 'tuloy', 'tuloy', 'na', 'hudyat', 'nang', 'walang', 'opsyong', 'mag', 'snooze', 'ng', 'alas', 'siyete', 'ng', 'umaga', 'pakiusap']"
3495,tl-PH,train,ano ang klima sa buong linggo,"['ano', 'ang', 'klima', 'sa', 'buong', 'linggo']"
3496,tl-PH,train,kailangan ko ba ang payong ngayon,"['kailangan', 'ko', 'ba', 'ang', 'payong', 'ngayon']"
3497,tl-PH,train,tingnan kung kailangan ko ang payong ngayon,"['tingnan', 'kung', 'kailangan', 'ko', 'ang', 'payong', 'ngayon']"
3498,tl-PH,train,gusto ko itong kanta na pinapatugtog,"['gusto', 'ko', 'itong', 'kanta', 'na', 'pinapatugtog']"
3499,tl-PH,train,may balita ba ngayon sa halalan sa pagkapangulo,"['may', 'balita', 'ba', 'ngayon', 'sa', 'halalan', 'sa', 'pagkapangulo']"
3500,tl-PH,train,olly mayroon ka bang anumang lokal na balita,"['olly', 'mayroon', 'ka', 'bang', 'anumang', 'lokal', 'na', 'balita']"
3501,tl-PH,train,ano ang klima sa lungsod ng baguio,"['ano', 'ang', 'klima', 'sa', 'lungsod', 'ng', 'baguio']"
3502,tl-PH,train,gawing mas malakas ang tunog,"['gawing', 'mas', 'malakas', 'ang', 'tunog']"
3503,tl-PH,train,itaas ang speakers,"['itaas', 'ang', 'speakers']"
3504,tl-PH,train,higitan pa ang tono,"['higitan', 'pa', 'ang', 'tono']"
3505,tl-PH,train,anong oras na sa maynila ngayon,"['anong', 'oras', 'na', 'sa', 'maynila', 'ngayon']"
3506,tl-PH,train,kailangan kong malaman kung anong oras na ngayon sa maynila,"['kailangan', 'kong', 'malaman', 'kung', 'anong', 'oras', 'na', 'ngayon', 'sa', 'maynila']"
3507,tl-PH,train,pwedeng kumuha ako ng isang tasa ng kape,"['pwedeng', 'kumuha', 'ako', 'ng', 'isang', 'tasa', 'ng', 'kape']"
3508,tl-PH,train,isave itong kanta sa aking dakilang mga kanta kategorya,"['isave', 'itong', 'kanta', 'sa', 'aking', 'dakilang', 'mga', 'kanta', 'kategorya']"
3509,tl-PH,train,ang alas otso ng umaga sa maynila ay anong oras sa eastern time,"['ang', 'alas', 'otso', 'ng', 'umaga', 'sa', 'maynila', 'ay', 'anong', 'oras', 'sa', 'eastern', 'time']"
