,locale,partition,utt,tokens
969,ms-MY,train,tukarkan lampu kepada warna biru,"['tukarkan', 'lampu', 'kepada', 'warna', 'biru']"
970,ms-MY,train,buatkan senarai main kesemua lagu oleh m. nasir dan mainkan secara rambang,"['buatkan', 'senarai', 'main', 'kesemua', 'lagu', 'oleh', 'm.', 'nasir', 'dan', 'mainkan', 'secara', 'rambang']"
971,ms-MY,train,mainkan lagu terkini oleh search,"['mainkan', 'lagu', 'terkini', 'oleh', 'search']"
972,ms-MY,train,kuatkan kelantangan,"['kuatkan', 'kelantangan']"
973,ms-MY,train,rendahkan kelantangan,"['rendahkan', 'kelantangan']"
974,ms-MY,train,tolong kawal kelantangan,"['tolong', 'kawal', 'kelantangan']"
975,ms-MY,train,beritahu saya waktu di kuala lumpur,"['beritahu', 'saya', 'waktu', 'di', 'kuala', 'lumpur']"
976,ms-MY,train,apa penggera yang saya ada,"['apa', 'penggera', 'yang', 'saya', 'ada']"
977,ms-MY,train,bagi saya tengok penggera saya,"['bagi', 'saya', 'tengok', 'penggera', 'saya']"
978,ms-MY,train,penggera apa yang saya ada,"['penggera', 'apa', 'yang', 'saya', 'ada']"
979,ms-MY,train,muat turun lagu lagu rakyat terbaharu yang mempunyai bertaraf empat bintang atau lebih dan mainkan kesemuanya tanpa dimain secara rambang,"['muat', 'turun', 'lagu', 'lagu', 'rakyat', 'terbaharu', 'yang', 'mempunyai', 'bertaraf', 'empat', 'bintang', 'atau', 'lebih', 'dan', 'mainkan', 'kesemuanya', 'tanpa', 'dimain', 'secara', 'rambang']"
980,ms-MY,train,mainkan semua lagu lagu indie pop,"['mainkan', 'semua', 'lagu', 'lagu', 'indie', 'pop']"
981,ms-MY,train,diam,['diam']
982,ms-MY,train,senyap,['senyap']
983,ms-MY,train,senyap,['senyap']
984,ms-MY,train,mainkan muzik iklim tanpa pemilihan rambang,"['mainkan', 'muzik', 'iklim', 'tanpa', 'pemilihan', 'rambang']"
985,ms-MY,train,bilakah halloween,"['bilakah', 'halloween']"
986,ms-MY,train,hidupkan lampu,"['hidupkan', 'lampu']"
987,ms-MY,train,betulkan lampu,"['betulkan', 'lampu']"
988,ms-MY,train,tukar penggera mingguan ketetapan,"['tukar', 'penggera', 'mingguan', 'ketetapan']"
989,ms-MY,train,cuaca,['cuaca']
990,ms-MY,train,bagaimana keadaan di luar,"['bagaimana', 'keadaan', 'di', 'luar']"
991,ms-MY,train,macam mana keadaan cuaca di ipoh,"['macam', 'mana', 'keadaan', 'cuaca', 'di', 'ipoh']"
992,ms-MY,train,pesankan piza peperoni besar dari dominos,"['pesankan', 'piza', 'peperoni', 'besar', 'dari', 'dominos']"
993,ms-MY,train,saya nak ambil sub veggie dengan biskut dari subway,"['saya', 'nak', 'ambil', 'sub', 'veggie', 'dengan', 'biskut', 'dari', 'subway']"
994,ms-MY,train,buat pesanan untuk bawa pulang satu burger keju dan kentang goreng dari burger king,"['buat', 'pesanan', 'untuk', 'bawa', 'pulang', 'satu', 'burger', 'keju', 'dan', 'kentang', 'goreng', 'dari', 'burger', 'king']"
995,ms-MY,train,ikuti feed berita kempen kitar semula,"['ikuti', 'feed', 'berita', 'kempen', 'kitar', 'semula']"
996,ms-MY,train,beritahu saya kemas kini berita tentang nigeria,"['beritahu', 'saya', 'kemas', 'kini', 'berita', 'tentang', 'nigeria']"
997,ms-MY,train,berikan saya info terkini mengenai situasi di kuching,"['berikan', 'saya', 'info', 'terkini', 'mengenai', 'situasi', 'di', 'kuching']"
998,ms-MY,train,adakah akan hujan pada hari jumaat,"['adakah', 'akan', 'hujan', 'pada', 'hari', 'jumaat']"
999,ms-MY,train,mainkan bunga bunga cinta,"['mainkan', 'bunga', 'bunga', 'cinta']"
1000,ms-MY,train,bisukan pembesar suara,"['bisukan', 'pembesar', 'suara']"
1001,ms-MY,train,naikkan kelantangan kepada enam puluh,"['naikkan', 'kelantangan', 'kepada', 'enam', 'puluh']"
1002,ms-MY,train,kurangkan kelantangan kepada dua puluh,"['kurangkan', 'kelantangan', 'kepada', 'dua', 'puluh']"
1003,ms-MY,train,berikan saya berita sukan hari ini,"['berikan', 'saya', 'berita', 'sukan', 'hari', 'ini']"
1004,ms-MY,train,beritahu saya berita utama sukan hari ini,"['beritahu', 'saya', 'berita', 'utama', 'sukan', 'hari', 'ini']"
1005,ms-MY,train,kurangkan kecerahan lampu,"['kurangkan', 'kecerahan', 'lampu']"
1006,ms-MY,train,minimakan lampu lampu,"['minimakan', 'lampu', 'lampu']"
1007,ms-MY,train,apakah penarafan tertinggi jenaka hari ini,"['apakah', 'penarafan', 'tertinggi', 'jenaka', 'hari', 'ini']"
1008,ms-MY,train,boleh awak tukarkan lampu di ruang tamu kepada warna yang lebih lembut,"['boleh', 'awak', 'tukarkan', 'lampu', 'di', 'ruang', 'tamu', 'kepada', 'warna', 'yang', 'lebih', 'lembut']"
1009,ms-MY,train,pilih warna lebih terang untuk membaca,"['pilih', 'warna', 'lebih', 'terang', 'untuk', 'membaca']"
1010,ms-MY,train,boleh awak buat lampu warna merah di ruang tamu,"['boleh', 'awak', 'buat', 'lampu', 'warna', 'merah', 'di', 'ruang', 'tamu']"
1011,ms-MY,train,semak penggera saya,"['semak', 'penggera', 'saya']"
1012,ms-MY,train,senaraikan semua penggera,"['senaraikan', 'semua', 'penggera']"
1013,ms-MY,train,mainkan apa apa sahaja dari metallica,"['mainkan', 'apa', 'apa', 'sahaja', 'dari', 'metallica']"
1014,ms-MY,train,mainkan lagu terakhir dari senarai main terbaharu saya,"['mainkan', 'lagu', 'terakhir', 'dari', 'senarai', 'main', 'terbaharu', 'saya']"
1015,ms-MY,train,mainkan jaz daripada album terbaru dato sheila majid,"['mainkan', 'jaz', 'daripada', 'album', 'terbaru', 'dato', 'sheila', 'majid']"
1016,ms-MY,train,mainkan rekod baru malika,"['mainkan', 'rekod', 'baru', 'malika']"
1017,ms-MY,train,beri saya berita dari awani,"['beri', 'saya', 'berita', 'dari', 'awani']"
1018,ms-MY,train,buka laman harian metro,"['buka', 'laman', 'harian', 'metro']"
1019,ms-MY,train,lagu apa yang saya dengar paling banyak kali,"['lagu', 'apa', 'yang', 'saya', 'dengar', 'paling', 'banyak', 'kali']"
1020,ms-MY,train,apakah genre muzik yang paling saya dengar,"['apakah', 'genre', 'muzik', 'yang', 'paling', 'saya', 'dengar']"
1021,ms-MY,train,mengesyorkan lagu lagu berdasarkan senarai main saya,"['mengesyorkan', 'lagu', 'lagu', 'berdasarkan', 'senarai', 'main', 'saya']"
1022,ms-MY,train,saya mahu mendengar lagu sharifah aini,"['saya', 'mahu', 'mendengar', 'lagu', 'sharifah', 'aini']"
1023,ms-MY,train,mainkan saya beberapa lagu michael jackson,"['mainkan', 'saya', 'beberapa', 'lagu', 'michael', 'jackson']"
1024,ms-MY,train,padamkan lampu ruang tamu,"['padamkan', 'lampu', 'ruang', 'tamu']"
1025,ms-MY,train,hidupkan lampu ruang depan,"['hidupkan', 'lampu', 'ruang', 'depan']"
1026,ms-MY,train,hidupkan semua lampu di tingkat atas,"['hidupkan', 'semua', 'lampu', 'di', 'tingkat', 'atas']"
1027,ms-MY,train,padam lampu kiri,"['padam', 'lampu', 'kiri']"
1028,ms-MY,train,jika sekarang pukul empat petang di selangor apakah waktu di kedah,"['jika', 'sekarang', 'pukul', 'empat', 'petang', 'di', 'selangor', 'apakah', 'waktu', 'di', 'kedah']"
1029,ms-MY,train,sudah pukul lapan malam di kuala lumpur pukul berapa sekarang di johor bahru,"['sudah', 'pukul', 'lapan', 'malam', 'di', 'kuala', 'lumpur', 'pukul', 'berapa', 'sekarang', 'di', 'johor', 'bahru']"
1030,ms-MY,train,hidupkan plag wemo,"['hidupkan', 'plag', 'wemo']"
1031,ms-MY,train,hidupkan pengecas telefon,"['hidupkan', 'pengecas', 'telefon']"
1032,ms-MY,train,nyalakan plag soket wemo,"['nyalakan', 'plag', 'soket', 'wemo']"
1033,ms-MY,train,tetapkan mod bisu untuk satu jam,"['tetapkan', 'mod', 'bisu', 'untuk', 'satu', 'jam']"
1034,ms-MY,train,tukar warna ke merah,"['tukar', 'warna', 'ke', 'merah']"
1035,ms-MY,train,adakah sepatutnya hujan malam ini,"['adakah', 'sepatutnya', 'hujan', 'malam', 'ini']"
1036,ms-MY,train,bilakah lagu itu dimainkan sekarang dikeluarkan,"['bilakah', 'lagu', 'itu', 'dimainkan', 'sekarang', 'dikeluarkan']"
1037,ms-MY,train,pesan sandwic ham dan keju dari subway,"['pesan', 'sandwic', 'ham', 'dan', 'keju', 'dari', 'subway']"
1038,ms-MY,train,pesan aneka daging panggang dari nandos,"['pesan', 'aneka', 'daging', 'panggang', 'dari', 'nandos']"
1039,ms-MY,train,hidupkan teko kopi,"['hidupkan', 'teko', 'kopi']"
1040,ms-MY,train,tambahkan kelantangan kepada lima puluh,"['tambahkan', 'kelantangan', 'kepada', 'lima', 'puluh']"
1041,ms-MY,train,turunkan kelantangan kepada sepuluh,"['turunkan', 'kelantangan', 'kepada', 'sepuluh']"
1042,ms-MY,train,tambahkan kelantangan pada pembesar suara kiri sebanyak sepuluh,"['tambahkan', 'kelantangan', 'pada', 'pembesar', 'suara', 'kiri', 'sebanyak', 'sepuluh']"
1043,ms-MY,train,mainkan muzik desa,"['mainkan', 'muzik', 'desa']"
1044,ms-MY,train,mainkan beberapa muzik butterfingers,"['mainkan', 'beberapa', 'muzik', 'butterfingers']"
1045,ms-MY,train,tambah lagu itu dalam saya punya senarai main,"['tambah', 'lagu', 'itu', 'dalam', 'saya', 'punya', 'senarai', 'main']"
1046,ms-MY,train,mainkan lagu dari nkotb,"['mainkan', 'lagu', 'dari', 'nkotb']"
1047,ms-MY,train,saya mahu dengarkan george strait,"['saya', 'mahu', 'dengarkan', 'george', 'strait']"
1048,ms-MY,train,sila cari berita daripada berita harian,"['sila', 'cari', 'berita', 'daripada', 'berita', 'harian']"
1049,ms-MY,train,keluarkan berita politik hari ini dari r. t. m.,"['keluarkan', 'berita', 'politik', 'hari', 'ini', 'dari', 'r.', 't.', 'm.']"
1050,ms-MY,train,macam mana cuaca di bintulu,"['macam', 'mana', 'cuaca', 'di', 'bintulu']"
1051,ms-MY,train,hujan ke di kedah sekarang ini,"['hujan', 'ke', 'di', 'kedah', 'sekarang', 'ini']"
1052,ms-MY,train,apakah waktu di semenanjung malaysia sekarang berbanding dengan borneo,"['apakah', 'waktu', 'di', 'semenanjung', 'malaysia', 'sekarang', 'berbanding', 'dengan', 'borneo']"
1053,ms-MY,train,adakah pesanan saya dah siap,"['adakah', 'pesanan', 'saya', 'dah', 'siap']"
1054,ms-MY,train,pukul berapa saya boleh ambil makanan saya,"['pukul', 'berapa', 'saya', 'boleh', 'ambil', 'makanan', 'saya']"
1055,ms-MY,train,bila makanan saya akan siap,"['bila', 'makanan', 'saya', 'akan', 'siap']"
1056,ms-MY,train,saya malas nak bawa payung hari ini akan hujan ke,"['saya', 'malas', 'nak', 'bawa', 'payung', 'hari', 'ini', 'akan', 'hujan', 'ke']"
1057,ms-MY,train,tolong beritahu saya adakah akan hujan hujung minggu ini,"['tolong', 'beritahu', 'saya', 'adakah', 'akan', 'hujan', 'hujung', 'minggu', 'ini']"
1058,ms-MY,train,padamkan suis pintar,"['padamkan', 'suis', 'pintar']"
1059,ms-MY,train,hidupkan plug pintar,"['hidupkan', 'plug', 'pintar']"
1060,ms-MY,train,padamkan lampu di ruang tamu,"['padamkan', 'lampu', 'di', 'ruang', 'tamu']"
1061,ms-MY,train,bagaimana keadaan cuaca minggu ini,"['bagaimana', 'keadaan', 'cuaca', 'minggu', 'ini']"
1062,ms-MY,train,tolong berikan saya laporan cuaca minggu ini,"['tolong', 'berikan', 'saya', 'laporan', 'cuaca', 'minggu', 'ini']"
1063,ms-MY,train,cadangkan saya beberapa muzik metal,"['cadangkan', 'saya', 'beberapa', 'muzik', 'metal']"
1064,ms-MY,train,mari dengar beberapa jazz,"['mari', 'dengar', 'beberapa', 'jazz']"
1065,ms-MY,train,tolong terangkan lampu,"['tolong', 'terangkan', 'lampu']"
1066,ms-MY,train,sekarang gelap di sini tolong naikkan pencahayaan,"['sekarang', 'gelap', 'di', 'sini', 'tolong', 'naikkan', 'pencahayaan']"
1067,ms-MY,train,bolehkah anda beri taklimat ringkas kepada saya,"['bolehkah', 'anda', 'beri', 'taklimat', 'ringkas', 'kepada', 'saya']"
1068,ms-MY,train,apa yang berlaku di dunia hari ini,"['apa', 'yang', 'berlaku', 'di', 'dunia', 'hari', 'ini']"
1069,ms-MY,train,apakah berita untuk empat hari bulan mac dua ribu tujuh belas,"['apakah', 'berita', 'untuk', 'empat', 'hari', 'bulan', 'mac', 'dua', 'ribu', 'tujuh', 'belas']"
1070,ms-MY,train,jom dengar senarai main,"['jom', 'dengar', 'senarai', 'main']"
1071,ms-MY,train,mainkan secara rambang senarai main itu,"['mainkan', 'secara', 'rambang', 'senarai', 'main', 'itu']"
1072,ms-MY,train,buatkan saya kopi kapucino,"['buatkan', 'saya', 'kopi', 'kapucino']"
1073,ms-MY,train,tolong buatkan saya milo ais,"['tolong', 'buatkan', 'saya', 'milo', 'ais']"
1074,ms-MY,train,hidupkan pembersih vakum,"['hidupkan', 'pembersih', 'vakum']"
1075,ms-MY,train,aktifkan vakum,"['aktifkan', 'vakum']"
1076,ms-MY,train,mainkan beberapa muzik techno,"['mainkan', 'beberapa', 'muzik', 'techno']"
1077,ms-MY,train,beritahu saya lawak doktor yang bagus,"['beritahu', 'saya', 'lawak', 'doktor', 'yang', 'bagus']"
1078,ms-MY,train,apakah tarikh hari ini,"['apakah', 'tarikh', 'hari', 'ini']"
1079,ms-MY,train,tolong berikan saya maklumat terkini mengenai perdana menteri ismail sabri,"['tolong', 'berikan', 'saya', 'maklumat', 'terkini', 'mengenai', 'perdana', 'menteri', 'ismail', 'sabri']"
1080,ms-MY,train,tolong dapatkan berita terkini mengenai perlumbaan formula satu,"['tolong', 'dapatkan', 'berita', 'terkini', 'mengenai', 'perlumbaan', 'formula', 'satu']"
1081,ms-MY,train,sila cari berita minggu ini tentang perundangan imigresen di malaysia,"['sila', 'cari', 'berita', 'minggu', 'ini', 'tentang', 'perundangan', 'imigresen', 'di', 'malaysia']"
1082,ms-MY,train,sila simpan pendapat saya tentang lagu yang sedang dimainkan,"['sila', 'simpan', 'pendapat', 'saya', 'tentang', 'lagu', 'yang', 'sedang', 'dimainkan']"
1083,ms-MY,train,simpan pendapat saya berkenaan lagu yang sedang dimainkan,"['simpan', 'pendapat', 'saya', 'berkenaan', 'lagu', 'yang', 'sedang', 'dimainkan']"
1084,ms-MY,train,simpan pendapat saya tentang lagu yang sedang dimainkan,"['simpan', 'pendapat', 'saya', 'tentang', 'lagu', 'yang', 'sedang', 'dimainkan']"
1085,ms-MY,train,macam mana cuaca esok,"['macam', 'mana', 'cuaca', 'esok']"
1086,ms-MY,train,saya mahu anda mainkan lagu ismail izani untuk saya,"['saya', 'mahu', 'anda', 'mainkan', 'lagu', 'ismail', 'izani', 'untuk', 'saya']"
1087,ms-MY,train,mainkan saya beberapa lagu melodi,"['mainkan', 'saya', 'beberapa', 'lagu', 'melodi']"
1088,ms-MY,train,sila berikan berita hangat dunia,"['sila', 'berikan', 'berita', 'hangat', 'dunia']"
1089,ms-MY,train,pukul berapa di kuala lumpur,"['pukul', 'berapa', 'di', 'kuala', 'lumpur']"
1090,ms-MY,train,mulakan xiao mi,"['mulakan', 'xiao', 'mi']"
1091,ms-MY,train,tolong hidupkan roomba,"['tolong', 'hidupkan', 'roomba']"
1092,ms-MY,train,mainkan muzik daripada r. t. m.,"['mainkan', 'muzik', 'daripada', 'r.', 't.', 'm.']"
1093,ms-MY,train,mainkan lagu lagu daripada titanic,"['mainkan', 'lagu', 'lagu', 'daripada', 'titanic']"
1094,ms-MY,train,mainkan senarai muzik dari filem avatar,"['mainkan', 'senarai', 'muzik', 'dari', 'filem', 'avatar']"
1095,ms-MY,train,periksa kalau saya ada tetapkan sebarang penggera untuk pagi esok,"['periksa', 'kalau', 'saya', 'ada', 'tetapkan', 'sebarang', 'penggera', 'untuk', 'pagi', 'esok']"
1096,ms-MY,train,pukul berapa kah penggera yang dipasang untuk pagi esok,"['pukul', 'berapa', 'kah', 'penggera', 'yang', 'dipasang', 'untuk', 'pagi', 'esok']"
1097,ms-MY,train,ada tak penggera ditetapkan untuk esok pagi,"['ada', 'tak', 'penggera', 'ditetapkan', 'untuk', 'esok', 'pagi']"
1098,ms-MY,train,tolong berikan waktu sekarang di malaysia,"['tolong', 'berikan', 'waktu', 'sekarang', 'di', 'malaysia']"
1099,ms-MY,train,beritahu saya waktu sekarang di malaysia,"['beritahu', 'saya', 'waktu', 'sekarang', 'di', 'malaysia']"
1100,ms-MY,train,mula memasak,"['mula', 'memasak']"
1101,ms-MY,train,mulakan kopi,"['mulakan', 'kopi']"
1102,ms-MY,train,berikan waktu kuala lumpur,"['berikan', 'waktu', 'kuala', 'lumpur']"
1103,ms-MY,train,kekangan masa,"['kekangan', 'masa']"
1104,ms-MY,train,period lampu itu patutnya dimalapkan,"['period', 'lampu', 'itu', 'patutnya', 'dimalapkan']"
1105,ms-MY,train,ada tanda hujan akan turun,"['ada', 'tanda', 'hujan', 'akan', 'turun']"
1106,ms-MY,train,maklumkan saya jika ada sebarang topik mengenai politik muncul,"['maklumkan', 'saya', 'jika', 'ada', 'sebarang', 'topik', 'mengenai', 'politik', 'muncul']"
1107,ms-MY,train,saya nak kopi sekarang,"['saya', 'nak', 'kopi', 'sekarang']"
1108,ms-MY,train,anbilkan saya kopi,"['anbilkan', 'saya', 'kopi']"
1109,ms-MY,train,olly ambilkan kopi saya,"['olly', 'ambilkan', 'kopi', 'saya']"
1110,ms-MY,train,lirik lirik,"['lirik', 'lirik']"
1111,ms-MY,train,tetapkan masa,"['tetapkan', 'masa']"
1112,ms-MY,train,tetapkan nada penggera,"['tetapkan', 'nada', 'penggera']"
1113,ms-MY,train,pilihan restoran,"['pilihan', 'restoran']"
1114,ms-MY,train,harga,['harga']
1115,ms-MY,train,percuma penghantaran ke rumagh,"['percuma', 'penghantaran', 'ke', 'rumagh']"
1116,ms-MY,train,saya perlu mendengar kelantangan muzik semasa,"['saya', 'perlu', 'mendengar', 'kelantangan', 'muzik', 'semasa']"
1117,ms-MY,train,kelantangan muzik yang dimainkan sekarang harus dinaikkan,"['kelantangan', 'muzik', 'yang', 'dimainkan', 'sekarang', 'harus', 'dinaikkan']"
1118,ms-MY,train,tunjukkan saya penggera saya,"['tunjukkan', 'saya', 'penggera', 'saya']"
1119,ms-MY,train,olly tunjukkan saya penggera saya,"['olly', 'tunjukkan', 'saya', 'penggera', 'saya']"
1120,ms-MY,train,berapakah artikel baharu dipos di utusan malaysia dalam sejam lepas,"['berapakah', 'artikel', 'baharu', 'dipos', 'di', 'utusan', 'malaysia', 'dalam', 'sejam', 'lepas']"
1121,ms-MY,train,kuatkan ia,"['kuatkan', 'ia']"
1122,ms-MY,train,tidak tidak rendahkan,"['tidak', 'tidak', 'rendahkan']"
1123,ms-MY,train,jadikan semua lampu dalam rumah oren,"['jadikan', 'semua', 'lampu', 'dalam', 'rumah', 'oren']"
1124,ms-MY,train,tukar lampu dalam tandas kepada kuning,"['tukar', 'lampu', 'dalam', 'tandas', 'kepada', 'kuning']"
1125,ms-MY,train,adakah saya ada sebarang penggera yang dipasang,"['adakah', 'saya', 'ada', 'sebarang', 'penggera', 'yang', 'dipasang']"
1126,ms-MY,train,semua lampu mesti dipadamkan pada waktu siang,"['semua', 'lampu', 'mesti', 'dipadamkan', 'pada', 'waktu', 'siang']"
1127,ms-MY,train,tutup semua lampu di siang hari,"['tutup', 'semua', 'lampu', 'di', 'siang', 'hari']"
1128,ms-MY,train,semasa waktu siang semua lampu mesti dipadam,"['semasa', 'waktu', 'siang', 'semua', 'lampu', 'mesti', 'dipadam']"
1129,ms-MY,train,tolong maklumkan saya berita perniagaan terkini,"['tolong', 'maklumkan', 'saya', 'berita', 'perniagaan', 'terkini']"
1130,ms-MY,train,bolehkah kamu memberi saya berita sukan terkini,"['bolehkah', 'kamu', 'memberi', 'saya', 'berita', 'sukan', 'terkini']"
1131,ms-MY,train,beritahu saya berita cuaca terkini,"['beritahu', 'saya', 'berita', 'cuaca', 'terkini']"
1132,ms-MY,train,sesejuk mana cuaca selasa depan,"['sesejuk', 'mana', 'cuaca', 'selasa', 'depan']"
1133,ms-MY,train,tunjukkan semua penggera yang dijadualkan,"['tunjukkan', 'semua', 'penggera', 'yang', 'dijadualkan']"
1134,ms-MY,train,berapa banyak penggera yang ada,"['berapa', 'banyak', 'penggera', 'yang', 'ada']"
1135,ms-MY,train,pergi dekat dengan pembersih vakum,"['pergi', 'dekat', 'dengan', 'pembersih', 'vakum']"
1136,ms-MY,train,kawal ia,"['kawal', 'ia']"
1137,ms-MY,train,buka pembersih vakum,"['buka', 'pembersih', 'vakum']"
1138,ms-MY,train,apakah perbezaan waktu di antara kuala lumpur dan seremban,"['apakah', 'perbezaan', 'waktu', 'di', 'antara', 'kuala', 'lumpur', 'dan', 'seremban']"
1139,ms-MY,train,berapa beza masa antara bintulu dan johor bahru,"['berapa', 'beza', 'masa', 'antara', 'bintulu', 'dan', 'johor', 'bahru']"
1140,ms-MY,train,apakah berita cuckoo dalam tempoh enam jam lalu,"['apakah', 'berita', 'cuckoo', 'dalam', 'tempoh', 'enam', 'jam', 'lalu']"
1141,ms-MY,train,pilih dan mainkan nasyid sahaja daripada seribu sembilan ratus sembilan puluh ke atas,"['pilih', 'dan', 'mainkan', 'nasyid', 'sahaja', 'daripada', 'seribu', 'sembilan', 'ratus', 'sembilan', 'puluh', 'ke', 'atas']"
1142,ms-MY,train,hanya rock kristian daripada seribu sembilan ratus sembilan puluh ke atas dipilih dan dimainkan,"['hanya', 'rock', 'kristian', 'daripada', 'seribu', 'sembilan', 'ratus', 'sembilan', 'puluh', 'ke', 'atas', 'dipilih', 'dan', 'dimainkan']"
1143,ms-MY,train,mainkan lagu nasyid dari tahun seribu sembilan ratus sembilan puluh keatas sahaja,"['mainkan', 'lagu', 'nasyid', 'dari', 'tahun', 'seribu', 'sembilan', 'ratus', 'sembilan', 'puluh', 'keatas', 'sahaja']"
1144,ms-MY,train,facebook melancarkan tag dipertikaikan untuk bertindak keras terhadap berita palsu,"['facebook', 'melancarkan', 'tag', 'dipertikaikan', 'untuk', 'bertindak', 'keras', 'terhadap', 'berita', 'palsu']"
1145,ms-MY,train,hanya mainkan semua muzik yang dilancarkan di antara seribu sembilan ratus sembilan puluh dan dua ribu,"['hanya', 'mainkan', 'semua', 'muzik', 'yang', 'dilancarkan', 'di', 'antara', 'seribu', 'sembilan', 'ratus', 'sembilan', 'puluh', 'dan', 'dua', 'ribu']"
1146,ms-MY,train,antara seribu sembilan ratus sembilan puluh dan dua ribu album muzik akan dimainkan,"['antara', 'seribu', 'sembilan', 'ratus', 'sembilan', 'puluh', 'dan', 'dua', 'ribu', 'album', 'muzik', 'akan', 'dimainkan']"
1147,ms-MY,train,padam penggera pukul tujuh setengah pagi hari isnin,"['padam', 'penggera', 'pukul', 'tujuh', 'setengah', 'pagi', 'hari', 'isnin']"
1148,ms-MY,train,padam penggera enam pagi untuk sepanjang minggu,"['padam', 'penggera', 'enam', 'pagi', 'untuk', 'sepanjang', 'minggu']"
1149,ms-MY,train,muzik apa yang sedang dimainkan dari hot f. m.,"['muzik', 'apa', 'yang', 'sedang', 'dimainkan', 'dari', 'hot', 'f.', 'm.']"
1150,ms-MY,train,kelantangan muzik harus meningkat kepada sembilan puluh,"['kelantangan', 'muzik', 'harus', 'meningkat', 'kepada', 'sembilan', 'puluh']"
1151,ms-MY,train,tetapkan kelantangan muzik kepada sembilan puluh,"['tetapkan', 'kelantangan', 'muzik', 'kepada', 'sembilan', 'puluh']"
1152,ms-MY,train,ya atau tidak suhu esok akan jadi panas,"['ya', 'atau', 'tidak', 'suhu', 'esok', 'akan', 'jadi', 'panas']"
1153,ms-MY,train,adakah ya atau tidak yang suhu hari esok akan panas,"['adakah', 'ya', 'atau', 'tidak', 'yang', 'suhu', 'hari', 'esok', 'akan', 'panas']"
1154,ms-MY,train,apakah ramalan cuaca minggu ini,"['apakah', 'ramalan', 'cuaca', 'minggu', 'ini']"
1155,ms-MY,train,alexa apakah ramalan cuaca minggu ini,"['alexa', 'apakah', 'ramalan', 'cuaca', 'minggu', 'ini']"
1156,ms-MY,train,bagaimana cuaca hari ini,"['bagaimana', 'cuaca', 'hari', 'ini']"
1157,ms-MY,train,perkhidmatan muzik apa yang mempunyai muzik jiwa yang boleh saya dengari,"['perkhidmatan', 'muzik', 'apa', 'yang', 'mempunyai', 'muzik', 'jiwa', 'yang', 'boleh', 'saya', 'dengari']"
1158,ms-MY,train,saya nak cari beberapa muzik rock yang bagus,"['saya', 'nak', 'cari', 'beberapa', 'muzik', 'rock', 'yang', 'bagus']"
1159,ms-MY,train,siapakah artis yang lagunya sedang dimainkan sekarang,"['siapakah', 'artis', 'yang', 'lagunya', 'sedang', 'dimainkan', 'sekarang']"
1160,ms-MY,train,lagu dimainkan sekarang adalah dikeluarkan oleh artis mana,"['lagu', 'dimainkan', 'sekarang', 'adalah', 'dikeluarkan', 'oleh', 'artis', 'mana']"
1161,ms-MY,train,lagu ini bagus letak ia untuk berulang,"['lagu', 'ini', 'bagus', 'letak', 'ia', 'untuk', 'berulang']"
1162,ms-MY,train,ini saya punya lagu kegemaran,"['ini', 'saya', 'punya', 'lagu', 'kegemaran']"
1163,ms-MY,train,hidupkan robot pembersih vakum saya pukul sepuluh hingga sebelas pagi setiap hari,"['hidupkan', 'robot', 'pembersih', 'vakum', 'saya', 'pukul', 'sepuluh', 'hingga', 'sebelas', 'pagi', 'setiap', 'hari']"
1164,ms-MY,train,pukul berapa,"['pukul', 'berapa']"
1165,ms-MY,train,boleh beritahu saya waktu,"['boleh', 'beritahu', 'saya', 'waktu']"
1166,ms-MY,train,tolong tutup lampu sebelah kanan sahaja,"['tolong', 'tutup', 'lampu', 'sebelah', 'kanan', 'sahaja']"
1167,ms-MY,train,rendahkan pembesar suara kepada lima peratus,"['rendahkan', 'pembesar', 'suara', 'kepada', 'lima', 'peratus']"
1168,ms-MY,train,tukar kelantangan pembesar suara kepada enam puluh lima peratus,"['tukar', 'kelantangan', 'pembesar', 'suara', 'kepada', 'enam', 'puluh', 'lima', 'peratus']"
1169,ms-MY,train,saya mahu pembesar suara ditinggikan,"['saya', 'mahu', 'pembesar', 'suara', 'ditinggikan']"
1170,ms-MY,train,simpan lagu chhana mereya di senarai main saya,"['simpan', 'lagu', 'chhana', 'mereya', 'di', 'senarai', 'main', 'saya']"
1171,ms-MY,train,tapis semua lagu sedih siti nurhaliza dan simpan atau cipta senarai main lagu sedih oleh siti nurhaliza,"['tapis', 'semua', 'lagu', 'sedih', 'siti', 'nurhaliza', 'dan', 'simpan', 'atau', 'cipta', 'senarai', 'main', 'lagu', 'sedih', 'oleh', 'siti', 'nurhaliza']"
1172,ms-MY,train,muat turun dan simpan lagu filem dangal,"['muat', 'turun', 'dan', 'simpan', 'lagu', 'filem', 'dangal']"
1173,ms-MY,train,cakap se kuat mana yang kamu boleh,"['cakap', 'se', 'kuat', 'mana', 'yang', 'kamu', 'boleh']"
1174,ms-MY,train,boleh awak bercakap lebih lembut sedikit,"['boleh', 'awak', 'bercakap', 'lebih', 'lembut', 'sedikit']"
1175,ms-MY,train,padam lampu bilik air tingkat atas,"['padam', 'lampu', 'bilik', 'air', 'tingkat', 'atas']"
1176,ms-MY,train,saya nak padam lampu kat dapur,"['saya', 'nak', 'padam', 'lampu', 'kat', 'dapur']"
