,locale,partition,utt,tokens
5417,sq-AL,train,shto një takim me mamin tim për të dielën tjetër,"['shto', 'një', 'takim', 'me', 'mamin', 'tim', 'për', 'të', 'dielën', 'tjetër']"
5418,sq-AL,train,shto një festë në tiranë për këtë të shtunë,"['shto', 'një', 'festë', 'në', 'tiranë', 'për', 'këtë', 'të', 'shtunë']"
5419,sq-AL,train,ruaje këtë pasdite për takimin tim,"['ruaje', 'këtë', 'pasdite', 'për', 'takimin', 'tim']"
5420,sq-AL,train,vendos kujtesë për takimin e nesërm me arbenin,"['vendos', 'kujtesë', 'për', 'takimin', 'e', 'nesërm', 'me', 'arbenin']"
5421,sq-AL,train,më duhet një kujtesë për takimin e së premtes,"['më', 'duhet', 'një', 'kujtesë', 'për', 'takimin', 'e', 'së', 'premtes']"
5422,sq-AL,train,çfarë ka këtë fundjavë,"['çfarë', 'ka', 'këtë', 'fundjavë']"
5423,sq-AL,train,çfarë është vendosur për fundjavën tre javë nga tani,"['çfarë', 'është', 'vendosur', 'për', 'fundjavën', 'tre', 'javë', 'nga', 'tani']"
5424,sq-AL,train,çfarë do të bëjmë javën e ardhshme,"['çfarë', 'do', 'të', 'bëjmë', 'javën', 'e', 'ardhshme']"
5425,sq-AL,train,të lutem vendos një mbledhje për nesër në kalendarin tim,"['të', 'lutem', 'vendos', 'një', 'mbledhje', 'për', 'nesër', 'në', 'kalendarin', 'tim']"
5426,sq-AL,train,cilat ngjarje kam organizuar për sot,"['cilat', 'ngjarje', 'kam', 'organizuar', 'për', 'sot']"
5427,sq-AL,train,çfarë ngjarje janë planifikuar për mua që të bëj sot,"['çfarë', 'ngjarje', 'janë', 'planifikuar', 'për', 'mua', 'që', 'të', 'bëj', 'sot']"
5428,sq-AL,train,kur është takimi im tek dentisti në kalendar,"['kur', 'është', 'takimi', 'im', 'tek', 'dentisti', 'në', 'kalendar']"
5429,sq-AL,train,në cilën datë është shfaqja e shkollës e besnikut,"['në', 'cilën', 'datë', 'është', 'shfaqja', 'e', 'shkollës', 'e', 'besnikut']"
5430,sq-AL,train,më kujto të bëj pazarin për ushqime sot,"['më', 'kujto', 'të', 'bëj', 'pazarin', 'për', 'ushqime', 'sot']"
5431,sq-AL,train,më kujto të vendos delimanon multi kuker në orën katërmbëdhjetë,"['më', 'kujto', 'të', 'vendos', 'delimanon', 'multi', 'kuker', 'në', 'orën', 'katërmbëdhjetë']"
5432,sq-AL,train,të luten vendos një kujtesë për mua ndonjëherë,"['të', 'luten', 'vendos', 'një', 'kujtesë', 'për', 'mua', 'ndonjëherë']"
5433,sq-AL,train,mund të më kujtosh në lidhje me ndonjë gjë herë pas here,"['mund', 'të', 'më', 'kujtosh', 'në', 'lidhje', 'me', 'ndonjë', 'gjë', 'herë', 'pas', 'here']"
5434,sq-AL,train,në çfarë ore nis mbledhja ime e rradhës,"['në', 'çfarë', 'ore', 'nis', 'mbledhja', 'ime', 'e', 'rradhës']"
5435,sq-AL,train,cilat ngjarje janë programuar këtë javë,"['cilat', 'ngjarje', 'janë', 'programuar', 'këtë', 'javë']"
5436,sq-AL,train,dërgo lule në ditëlindjen e motrës sime,"['dërgo', 'lule', 'në', 'ditëlindjen', 'e', 'motrës', 'sime']"
5437,sq-AL,train,sigurohu të telefonosh dadon për mbrëmjen e takimit të premten,"['sigurohu', 'të', 'telefonosh', 'dadon', 'për', 'mbrëmjen', 'e', 'takimit', 'të', 'premten']"
5438,sq-AL,train,shto ngjarjen në kalendar,"['shto', 'ngjarjen', 'në', 'kalendar']"
5439,sq-AL,train,shto në kalendar doktor gazin në tre e gjysëm pasdite në shtatë mars,"['shto', 'në', 'kalendar', 'doktor', 'gazin', 'në', 'tre', 'e', 'gjysëm', 'pasdite', 'në', 'shtatë', 'mars']"
5440,sq-AL,train,kur është ditëlindja e burrit këtë vit,"['kur', 'është', 'ditëlindja', 'e', 'burrit', 'këtë', 'vit']"
5441,sq-AL,train,a kam punë në njëzet e katër,"['a', 'kam', 'punë', 'në', 'njëzet', 'e', 'katër']"
5442,sq-AL,train,fshiji të gjitha ngjarjet duke nisur nga shtatë marsi,"['fshiji', 'të', 'gjitha', 'ngjarjet', 'duke', 'nisur', 'nga', 'shtatë', 'marsi']"
5443,sq-AL,train,sa njerëz do të vijnë në darkën e kësaj mbrëmje,"['sa', 'njerëz', 'do', 'të', 'vijnë', 'në', 'darkën', 'e', 'kësaj', 'mbrëmje']"
5444,sq-AL,train,kur duhet që t'i paguaj këto fatura,"['kur', 'duhet', 'që', ""t'i"", 'paguaj', 'këto', 'fatura']"
5445,sq-AL,train,kur është afati i fundit i hipotekës,"['kur', 'është', 'afati', 'i', 'fundit', 'i', 'hipotekës']"
5446,sq-AL,train,në çfarë ore fillon festivali zyrtarisht,"['në', 'çfarë', 'ore', 'fillon', 'festivali', 'zyrtarisht']"
5447,sq-AL,train,raporto formacionin e koncertit me orarin e nisjes,"['raporto', 'formacionin', 'e', 'koncertit', 'me', 'orarin', 'e', 'nisjes']"
5448,sq-AL,train,më kujto të takoj anën te ulliri në teg tiranë në pasdite,"['më', 'kujto', 'të', 'takoj', 'anën', 'te', 'ulliri', 'në', 'teg', 'tiranë', 'në', 'pasdite']"
5449,sq-AL,train,është njëzet e dy e së martës,"['është', 'njëzet', 'e', 'dy', 'e', 'së', 'martës']"
5450,sq-AL,train,shto një event për nesër në pesë pasdite tako anxhelën në palestër,"['shto', 'një', 'event', 'për', 'nesër', 'në', 'pesë', 'pasdite', 'tako', 'anxhelën', 'në', 'palestër']"
5451,sq-AL,train,a kam unë një drekë pune sot,"['a', 'kam', 'unë', 'një', 'drekë', 'pune', 'sot']"
5452,sq-AL,train,a është sot afati i fundit i dorëzimit të detyrës,"['a', 'është', 'sot', 'afati', 'i', 'fundit', 'i', 'dorëzimit', 'të', 'detyrës']"
5453,sq-AL,train,më kujto të hap postën për dhjetë minuta,"['më', 'kujto', 'të', 'hap', 'postën', 'për', 'dhjetë', 'minuta']"
5454,sq-AL,train,a kam unë takime nesër,"['a', 'kam', 'unë', 'takime', 'nesër']"
5455,sq-AL,train,a kam unë kohë të lirë të martën e rradhës për të programuar një takim,"['a', 'kam', 'unë', 'kohë', 'të', 'lirë', 'të', 'martën', 'e', 'rradhës', 'për', 'të', 'programuar', 'një', 'takim']"
5456,sq-AL,train,koha kur fillon takimi,"['koha', 'kur', 'fillon', 'takimi']"
5457,sq-AL,train,do më pëlqente të përditësoja kalendarin tim,"['do', 'më', 'pëlqente', 'të', 'përditësoja', 'kalendarin', 'tim']"
5458,sq-AL,train,a mund ta fshi një kujtesë,"['a', 'mund', 'ta', 'fshi', 'një', 'kujtesë']"
5459,sq-AL,train,kur e kam atë test,"['kur', 'e', 'kam', 'atë', 'test']"
5460,sq-AL,train,në çfarë ore është takimi im ditën e shtunë,"['në', 'çfarë', 'ore', 'është', 'takimi', 'im', 'ditën', 'e', 'shtunë']"
5461,sq-AL,train,a jam e lirë të dielën,"['a', 'jam', 'e', 'lirë', 'të', 'dielën']"
5462,sq-AL,train,ku do jetë takimi,"['ku', 'do', 'jetë', 'takimi']"
5463,sq-AL,train,kur fillon mbledhja,"['kur', 'fillon', 'mbledhja']"
5464,sq-AL,train,mund të më thuash takimet për këtë javë,"['mund', 'të', 'më', 'thuash', 'takimet', 'për', 'këtë', 'javë']"
5465,sq-AL,train,a mund të më informosh për atë që kam të planifikuar këtë javë,"['a', 'mund', 'të', 'më', 'informosh', 'për', 'atë', 'që', 'kam', 'të', 'planifikuar', 'këtë', 'javë']"
5466,sq-AL,train,ckemi google të lutem anullo të gjitha programet për të premten,"['ckemi', 'google', 'të', 'lutem', 'anullo', 'të', 'gjitha', 'programet', 'për', 'të', 'premten']"
5467,sq-AL,train,ckemi google të lutem hiq planin e darkës të enjten,"['ckemi', 'google', 'të', 'lutem', 'hiq', 'planin', 'e', 'darkës', 'të', 'enjten']"
5468,sq-AL,train,aleksa shëno kalendarin tim si të padisponueshëm sot,"['aleksa', 'shëno', 'kalendarin', 'tim', 'si', 'të', 'padisponueshëm', 'sot']"
5469,sq-AL,train,shëno kalendarin tim si të padisponueshëm sot,"['shëno', 'kalendarin', 'tim', 'si', 'të', 'padisponueshëm', 'sot']"
5470,sq-AL,train,të lutem fshi të gjitha takimet për sot,"['të', 'lutem', 'fshi', 'të', 'gjitha', 'takimet', 'për', 'sot']"
5471,sq-AL,train,aleksa të lutem fshi të gjitha takimet për sot,"['aleksa', 'të', 'lutem', 'fshi', 'të', 'gjitha', 'takimet', 'për', 'sot']"
5472,sq-AL,train,vendos një festë me fqinjët për javën e ardhshme,"['vendos', 'një', 'festë', 'me', 'fqinjët', 'për', 'javën', 'e', 'ardhshme']"
5473,sq-AL,train,fshij eventin nga kalendari tjetër,"['fshij', 'eventin', 'nga', 'kalendari', 'tjetër']"
5474,sq-AL,train,hiq eventin e rradhës në kalendar,"['hiq', 'eventin', 'e', 'rradhës', 'në', 'kalendar']"
5475,sq-AL,train,shto ditëlindjen e natashës në njëzet e dy në kalendarin tim të lutem,"['shto', 'ditëlindjen', 'e', 'natashës', 'në', 'njëzet', 'e', 'dy', 'në', 'kalendarin', 'tim', 'të', 'lutem']"
5476,sq-AL,train,të lutem vendose festën e ditëlindjes së marisë për në datën njëzet e dy në orën shtatë mbasdite,"['të', 'lutem', 'vendose', 'festën', 'e', 'ditëlindjes', 'së', 'marisë', 'për', 'në', 'datën', 'njëzet', 'e', 'dy', 'në', 'orën', 'shtatë', 'mbasdite']"
5477,sq-AL,train,çfarë takime ndodhën midis një janar deri në dymbëdhjetë janar,"['çfarë', 'takime', 'ndodhën', 'midis', 'një', 'janar', 'deri', 'në', 'dymbëdhjetë', 'janar']"
5478,sq-AL,train,cilat mbledhje janë kryer midis datës një maj edhe tridhjetë e një dhjetor,"['cilat', 'mbledhje', 'janë', 'kryer', 'midis', 'datës', 'një', 'maj', 'edhe', 'tridhjetë', 'e', 'një', 'dhjetor']"
5479,sq-AL,train,më njofto tridhjetë minuta para mbledhjes time në tre pasdite nesër,"['më', 'njofto', 'tridhjetë', 'minuta', 'para', 'mbledhjes', 'time', 'në', 'tre', 'pasdite', 'nesër']"
5480,sq-AL,train,më kujto që kam një mbledhje nesër në orën tre pasdite,"['më', 'kujto', 'që', 'kam', 'një', 'mbledhje', 'nesër', 'në', 'orën', 'tre', 'pasdite']"
5481,sq-AL,train,a është festa e ditëlindjes së anxhelës sonte,"['a', 'është', 'festa', 'e', 'ditëlindjes', 'së', 'anxhelës', 'sonte']"
5482,sq-AL,train,ndrysho eventin e ditëlindjes së mamit të përsëritet çdo vit në të njëjtën ditë,"['ndrysho', 'eventin', 'e', 'ditëlindjes', 'së', 'mamit', 'të', 'përsëritet', 'çdo', 'vit', 'në', 'të', 'njëjtën', 'ditë']"
5483,sq-AL,train,a kam ndonje takim,"['a', 'kam', 'ndonje', 'takim']"
5484,sq-AL,train,më trego çfarë do ndodhë këtë javë,"['më', 'trego', 'çfarë', 'do', 'ndodhë', 'këtë', 'javë']"
5485,sq-AL,train,më jep detaje për ardit gjebrean,"['më', 'jep', 'detaje', 'për', 'ardit', 'gjebrean']"
5486,sq-AL,train,sa larg eca këtë mëngjes,"['sa', 'larg', 'eca', 'këtë', 'mëngjes']"
5487,sq-AL,train,sa kalori dogja midis tre dhe pesë sot,"['sa', 'kalori', 'dogja', 'midis', 'tre', 'dhe', 'pesë', 'sot']"
5488,sq-AL,train,vendos një kujtesë për dymbëdhjetë e drekës për drekë,"['vendos', 'një', 'kujtesë', 'për', 'dymbëdhjetë', 'e', 'drekës', 'për', 'drekë']"
5489,sq-AL,train,më kujto për takimin e nesërm në orën tre pasdite katër orë përpara,"['më', 'kujto', 'për', 'takimin', 'e', 'nesërm', 'në', 'orën', 'tre', 'pasdite', 'katër', 'orë', 'përpara']"
5490,sq-AL,train,nesër në njëmbëdhjetë paradite më kujto për takimet që kam në tre pasdite,"['nesër', 'në', 'njëmbëdhjetë', 'paradite', 'më', 'kujto', 'për', 'takimet', 'që', 'kam', 'në', 'tre', 'pasdite']"
5491,sq-AL,train,takim në tre pasdite nesër më kujto katër orë përpara këtij takimi,"['takim', 'në', 'tre', 'pasdite', 'nesër', 'më', 'kujto', 'katër', 'orë', 'përpara', 'këtij', 'takimi']"
5492,sq-AL,train,a ka hënë të plotë sonte,"['a', 'ka', 'hënë', 'të', 'plotë', 'sonte']"
5493,sq-AL,train,a është e enjte nesër,"['a', 'është', 'e', 'enjte', 'nesër']"
5494,sq-AL,train,programo një kohë bosh dy orë të shtunën,"['programo', 'një', 'kohë', 'bosh', 'dy', 'orë', 'të', 'shtunën']"
5495,sq-AL,train,të lutem shto një festë ditëlindjeje të shtunën mbrëmje,"['të', 'lutem', 'shto', 'një', 'festë', 'ditëlindjeje', 'të', 'shtunën', 'mbrëmje']"
5496,sq-AL,train,shto festë sot në mbrëmje në kujtesën time,"['shto', 'festë', 'sot', 'në', 'mbrëmje', 'në', 'kujtesën', 'time']"
5497,sq-AL,train,shto një dasëm këtë të dielë,"['shto', 'një', 'dasëm', 'këtë', 'të', 'dielë']"
5498,sq-AL,train,fshij takimin tim në një nesër,"['fshij', 'takimin', 'tim', 'në', 'një', 'nesër']"
5499,sq-AL,train,fshije koncertin nga ngjarjet në kalendar,"['fshije', 'koncertin', 'nga', 'ngjarjet', 'në', 'kalendar']"
5500,sq-AL,train,a kam ndonjë kujtesë për sot,"['a', 'kam', 'ndonjë', 'kujtesë', 'për', 'sot']"
5501,sq-AL,train,a kam unë ndonjë kujtesë të dielën e ardhshme,"['a', 'kam', 'unë', 'ndonjë', 'kujtesë', 'të', 'dielën', 'e', 'ardhshme']"
5502,sq-AL,train,çfarë mund të më thuash për natën e vallëzimit të premten,"['çfarë', 'mund', 'të', 'më', 'thuash', 'për', 'natën', 'e', 'vallëzimit', 'të', 'premten']"
5503,sq-AL,train,në çfarë ore është takimi im nesër,"['në', 'çfarë', 'ore', 'është', 'takimi', 'im', 'nesër']"
5504,sq-AL,train,a është takimi me joanën në tre të pasdites të mërkurën,"['a', 'është', 'takimi', 'me', 'joanën', 'në', 'tre', 'të', 'pasdites', 'të', 'mërkurën']"
5505,sq-AL,train,është takimi i nesërm në zyrën e bllokut,"['është', 'takimi', 'i', 'nesërm', 'në', 'zyrën', 'e', 'bllokut']"
5506,sq-AL,train,a është festa e balonave këtë fundjavë,"['a', 'është', 'festa', 'e', 'balonave', 'këtë', 'fundjavë']"
5507,sq-AL,train,të lutem më kujto për takimin me jonën në orën pesë pasdite këtë mbrëmje,"['të', 'lutem', 'më', 'kujto', 'për', 'takimin', 'me', 'jonën', 'në', 'orën', 'pesë', 'pasdite', 'këtë', 'mbrëmje']"
5508,sq-AL,train,vendos kujtesë për shtatë të mëngjesit për takimin e skuadrës së qytetit,"['vendos', 'kujtesë', 'për', 'shtatë', 'të', 'mëngjesit', 'për', 'takimin', 'e', 'skuadrës', 'së', 'qytetit']"
5509,sq-AL,train,fshij planet e festës,"['fshij', 'planet', 'e', 'festës']"
5510,sq-AL,train,ndrysho planine mbledhjes,"['ndrysho', 'planine', 'mbledhjes']"
5511,sq-AL,train,petrit përgatit mbledhjen me arditin,"['petrit', 'përgatit', 'mbledhjen', 'me', 'arditin']"
5512,sq-AL,train,të lutem shto mbledhjen me zonjën bregasi të mërkurën në tetë paradite në kalendarin tim,"['të', 'lutem', 'shto', 'mbledhjen', 'me', 'zonjën', 'bregasi', 'të', 'mërkurën', 'në', 'tetë', 'paradite', 'në', 'kalendarin', 'tim']"
5513,sq-AL,train,vendos në kalendarin tim takimin me znj. çela të mërkurën në tetë paradite,"['vendos', 'në', 'kalendarin', 'tim', 'takimin', 'me', 'znj.', 'çela', 'të', 'mërkurën', 'në', 'tetë', 'paradite']"
5514,sq-AL,train,më kujto takimin tim me zotin kadare të mërkurën në orën tetë paradite dhe të martën në shtatë pasdite,"['më', 'kujto', 'takimin', 'tim', 'me', 'zotin', 'kadare', 'të', 'mërkurën', 'në', 'orën', 'tetë', 'paradite', 'dhe', 'të', 'martën', 'në', 'shtatë', 'pasdite']"
5515,sq-AL,train,të lutem më kujto të shkoj në palestër çdo të hënë në mëngjes të dielën në darkë,"['të', 'lutem', 'më', 'kujto', 'të', 'shkoj', 'në', 'palestër', 'çdo', 'të', 'hënë', 'në', 'mëngjes', 'të', 'dielën', 'në', 'darkë']"
5516,sq-AL,train,a mund ta vendosësh klasën e hokej të dielën në kalendarin tim si ngjarje përsëritëse,"['a', 'mund', 'ta', 'vendosësh', 'klasën', 'e', 'hokej', 'të', 'dielën', 'në', 'kalendarin', 'tim', 'si', 'ngjarje', 'përsëritëse']"
5517,sq-AL,train,do më kujtosh të shkoj në palestër çdo të dielë pasdite,"['do', 'më', 'kujtosh', 'të', 'shkoj', 'në', 'palestër', 'çdo', 'të', 'dielë', 'pasdite']"
5518,sq-AL,train,do të më kujtosh takimin tjetër me dentistin një ditë më parë,"['do', 'të', 'më', 'kujtosh', 'takimin', 'tjetër', 'me', 'dentistin', 'një', 'ditë', 'më', 'parë']"
5519,sq-AL,train,a mund të më kujtosh që të shkoj te takimi me dentistin një ditë më parë,"['a', 'mund', 'të', 'më', 'kujtosh', 'që', 'të', 'shkoj', 'te', 'takimi', 'me', 'dentistin', 'një', 'ditë', 'më', 'parë']"
5520,sq-AL,train,do të vendosësh një alarm në kalendar një ditë përpara orarit të palestrës,"['do', 'të', 'vendosësh', 'një', 'alarm', 'në', 'kalendar', 'një', 'ditë', 'përpara', 'orarit', 'të', 'palestrës']"
5521,sq-AL,train,cilat janë eventet e mia të ardhshme,"['cilat', 'janë', 'eventet', 'e', 'mia', 'të', 'ardhshme']"
5522,sq-AL,train,a mund të më lësh një takim me zotin kasemi të hënën tjetër në orën tetëmbëdhjetë,"['a', 'mund', 'të', 'më', 'lësh', 'një', 'takim', 'me', 'zotin', 'kasemi', 'të', 'hënën', 'tjetër', 'në', 'orën', 'tetëmbëdhjetë']"
5523,sq-AL,train,a mund ti dërgosh një ftesë takimi zotit basha të hënën në gjashtë pasdite,"['a', 'mund', 'ti', 'dërgosh', 'një', 'ftesë', 'takimi', 'zotit', 'basha', 'të', 'hënën', 'në', 'gjashtë', 'pasdite']"
5524,sq-AL,train,a mund ta ftosh zt. tabaku për një takim të hënën tjetër në gjashtë pasdite,"['a', 'mund', 'ta', 'ftosh', 'zt.', 'tabaku', 'për', 'një', 'takim', 'të', 'hënën', 'tjetër', 'në', 'gjashtë', 'pasdite']"
5525,sq-AL,train,mund ti fshish të gjitha takimet e mia në kalendar,"['mund', 'ti', 'fshish', 'të', 'gjitha', 'takimet', 'e', 'mia', 'në', 'kalendar']"
5526,sq-AL,train,a mund ti fshish të gjitha ngjarjet në kalendarin tim,"['a', 'mund', 'ti', 'fshish', 'të', 'gjitha', 'ngjarjet', 'në', 'kalendarin', 'tim']"
5527,sq-AL,train,a mund ta heqësh takimin me dentistin nga kalendari im,"['a', 'mund', 'ta', 'heqësh', 'takimin', 'me', 'dentistin', 'nga', 'kalendari', 'im']"
5528,sq-AL,train,mund të heqësh takimin me dentistin nga kalendari,"['mund', 'të', 'heqësh', 'takimin', 'me', 'dentistin', 'nga', 'kalendari']"
5529,sq-AL,train,çfarë kam unë për të bërë,"['çfarë', 'kam', 'unë', 'për', 'të', 'bërë']"
5530,sq-AL,train,më kujto për mbledhjen e gjashtëmbëdhjetë marsit,"['më', 'kujto', 'për', 'mbledhjen', 'e', 'gjashtëmbëdhjetë', 'marsit']"
5531,sq-AL,train,më thuaj kur është takimi im tjetër,"['më', 'thuaj', 'kur', 'është', 'takimi', 'im', 'tjetër']"
5532,sq-AL,train,më lajmëro një ditë përpara takimit tjetër,"['më', 'lajmëro', 'një', 'ditë', 'përpara', 'takimit', 'tjetër']"
5533,sq-AL,train,kur është festa këtë fundjavë,"['kur', 'është', 'festa', 'këtë', 'fundjavë']"
5534,sq-AL,train,të lutem pastro kalendarin tim për nesër,"['të', 'lutem', 'pastro', 'kalendarin', 'tim', 'për', 'nesër']"
5535,sq-AL,train,sigurohu që unë nuk kam asgjë për të bërë të premten,"['sigurohu', 'që', 'unë', 'nuk', 'kam', 'asgjë', 'për', 'të', 'bërë', 'të', 'premten']"
5536,sq-AL,train,më kujto për mbledhje së shpejti,"['më', 'kujto', 'për', 'mbledhje', 'së', 'shpejti']"
5537,sq-AL,train,më njofto kur ky takim të jetë afër,"['më', 'njofto', 'kur', 'ky', 'takim', 'të', 'jetë', 'afër']"
5538,sq-AL,train,më thuaj dhjetë minuta para takimit,"['më', 'thuaj', 'dhjetë', 'minuta', 'para', 'takimit']"
5539,sq-AL,train,a kam unë ndonjë kujtesë në pritje,"['a', 'kam', 'unë', 'ndonjë', 'kujtesë', 'në', 'pritje']"
5540,sq-AL,train,a ka ngelur ndonjë kujtesë,"['a', 'ka', 'ngelur', 'ndonjë', 'kujtesë']"
5541,sq-AL,train,çfarë ka në axhendën time sot,"['çfarë', 'ka', 'në', 'axhendën', 'time', 'sot']"
5542,sq-AL,train,google a kam ndonjë takim në kalendarin tim për të premten,"['google', 'a', 'kam', 'ndonjë', 'takim', 'në', 'kalendarin', 'tim', 'për', 'të', 'premten']"
5543,sq-AL,train,a është anuluar takimi i pasdites,"['a', 'është', 'anuluar', 'takimi', 'i', 'pasdites']"
5544,sq-AL,train,google a është e enjtja ime takim me dentistin tim,"['google', 'a', 'është', 'e', 'enjtja', 'ime', 'takim', 'me', 'dentistin', 'tim']"
5545,sq-AL,train,më thuaj të shkoj te dyqani ushqimeve pas pune,"['më', 'thuaj', 'të', 'shkoj', 'te', 'dyqani', 'ushqimeve', 'pas', 'pune']"
5546,sq-AL,train,cilat ditë do punoj darkave në muajin mars,"['cilat', 'ditë', 'do', 'punoj', 'darkave', 'në', 'muajin', 'mars']"
5547,sq-AL,train,a kam unë ndonjë ditë pushim këtë javë,"['a', 'kam', 'unë', 'ndonjë', 'ditë', 'pushim', 'këtë', 'javë']"
5548,sq-AL,train,programo një takim me benin të enjten në mëngjes,"['programo', 'një', 'takim', 'me', 'benin', 'të', 'enjten', 'në', 'mëngjes']"
5549,sq-AL,train,a kam ndonjë takim për nesër në drekë,"['a', 'kam', 'ndonjë', 'takim', 'për', 'nesër', 'në', 'drekë']"
5550,sq-AL,train,a kam unë kohë të lirë këtë fundjavë,"['a', 'kam', 'unë', 'kohë', 'të', 'lirë', 'këtë', 'fundjavë']"
5551,sq-AL,train,a është teatri i vajzës time të premten në darkë,"['a', 'është', 'teatri', 'i', 'vajzës', 'time', 'të', 'premten', 'në', 'darkë']"
5552,sq-AL,train,çfarë ore fillon takimi,"['çfarë', 'ore', 'fillon', 'takimi']"
5553,sq-AL,train,në cilën ditë është takimi,"['në', 'cilën', 'ditë', 'është', 'takimi']"
5554,sq-AL,train,a kam unë një takim të premten,"['a', 'kam', 'unë', 'një', 'takim', 'të', 'premten']"
5555,sq-AL,train,a kam unë drekë të premten,"['a', 'kam', 'unë', 'drekë', 'të', 'premten']"
5556,sq-AL,train,në kalendarin tim a ka ndonjë ditëlindje,"['në', 'kalendarin', 'tim', 'a', 'ka', 'ndonjë', 'ditëlindje']"
5557,sq-AL,train,më kujto në kohë të bëj gjënë,"['më', 'kujto', 'në', 'kohë', 'të', 'bëj', 'gjënë']"
5558,sq-AL,train,numërimi mbrapsht për kohën,"['numërimi', 'mbrapsht', 'për', 'kohën']"
5559,sq-AL,train,më kujto për këtë gjë në kohë,"['më', 'kujto', 'për', 'këtë', 'gjë', 'në', 'kohë']"
5560,sq-AL,train,shto mamin tim në kalendar për mëngjes të hënën,"['shto', 'mamin', 'tim', 'në', 'kalendar', 'për', 'mëngjes', 'të', 'hënën']"
5561,sq-AL,train,shto në kalendar për pedikyrin me motrën time të premten,"['shto', 'në', 'kalendar', 'për', 'pedikyrin', 'me', 'motrën', 'time', 'të', 'premten']"
5562,sq-AL,train,fshi eventin për të martën,"['fshi', 'eventin', 'për', 'të', 'martën']"
5563,sq-AL,train,si po duken gjërat në lidhje me takimin me fatmirin,"['si', 'po', 'duken', 'gjërat', 'në', 'lidhje', 'me', 'takimin', 'me', 'fatmirin']"
5564,sq-AL,train,çfarë ore supozohet ta marr artanin dhe një herë,"['çfarë', 'ore', 'supozohet', 'ta', 'marr', 'artanin', 'dhe', 'një', 'herë']"
5565,sq-AL,train,çfarë ore është takimi im të premten,"['çfarë', 'ore', 'është', 'takimi', 'im', 'të', 'premten']"
5566,sq-AL,train,cila është vendndodhja e takimit të punës të projektit tim,"['cila', 'është', 'vendndodhja', 'e', 'takimit', 'të', 'punës', 'të', 'projektit', 'tim']"
5567,sq-AL,train,fshi takimin në orën,"['fshi', 'takimin', 'në', 'orën']"
5568,sq-AL,train,unë nuk do bëj asgjë këtë javë,"['unë', 'nuk', 'do', 'bëj', 'asgjë', 'këtë', 'javë']"
5569,sq-AL,train,le ta kapërcejmë takimin e radhës,"['le', 'ta', 'kapërcejmë', 'takimin', 'e', 'radhës']"
5570,sq-AL,train,cakto një drekë për të martën e ardhshme në mesditë me sarën në kafe flora,"['cakto', 'një', 'drekë', 'për', 'të', 'martën', 'e', 'ardhshme', 'në', 'mesditë', 'me', 'sarën', 'në', 'kafe', 'flora']"
5571,sq-AL,train,vendos një drekë për të martën e ardhshme në mesditë me sarën te tri furketat,"['vendos', 'një', 'drekë', 'për', 'të', 'martën', 'e', 'ardhshme', 'në', 'mesditë', 'me', 'sarën', 'te', 'tri', 'furketat']"
5572,sq-AL,train,më duhet një kujtesë për nesër për festën e eltonit pas punës,"['më', 'duhet', 'një', 'kujtesë', 'për', 'nesër', 'për', 'festën', 'e', 'eltonit', 'pas', 'punës']"
5573,sq-AL,train,hej google mund ta ruash mbrëmjen e të hënës së ardhshme për takimin me eltonin,"['hej', 'google', 'mund', 'ta', 'ruash', 'mbrëmjen', 'e', 'të', 'hënës', 'së', 'ardhshme', 'për', 'takimin', 'me', 'eltonin']"
5574,sq-AL,train,sa është data nesër,"['sa', 'është', 'data', 'nesër']"
5575,sq-AL,train,vendos kujtesë të shkoj të stërvitem në palestër çdo të premte në tetë paradite,"['vendos', 'kujtesë', 'të', 'shkoj', 'të', 'stërvitem', 'në', 'palestër', 'çdo', 'të', 'premte', 'në', 'tetë', 'paradite']"
5576,sq-AL,train,pastro kalendarin tim fshi çdo gjë,"['pastro', 'kalendarin', 'tim', 'fshi', 'çdo', 'gjë']"
5577,sq-AL,train,oli hiq gjithçka nga kalendari im për pjesën tjetër të vitit,"['oli', 'hiq', 'gjithçka', 'nga', 'kalendari', 'im', 'për', 'pjesën', 'tjetër', 'të', 'vitit']"
5578,sq-AL,train,do më pëlqente të shkoj në kishë çdo të dielë në njëmbëdhjetë paradite,"['do', 'më', 'pëlqente', 'të', 'shkoj', 'në', 'kishë', 'çdo', 'të', 'dielë', 'në', 'njëmbëdhjetë', 'paradite']"
5579,sq-AL,train,të lutem vendos një kujtesë për shërbimin kishtar të dielave për orën njëmbëdhjetë paradite,"['të', 'lutem', 'vendos', 'një', 'kujtesë', 'për', 'shërbimin', 'kishtar', 'të', 'dielave', 'për', 'orën', 'njëmbëdhjetë', 'paradite']"
5580,sq-AL,train,më jep informacionin e ndeshjes së sotme të futbollit,"['më', 'jep', 'informacionin', 'e', 'ndeshjes', 'së', 'sotme', 'të', 'futbollit']"
5581,sq-AL,train,oli shto takimin e darkës së nesërme në kalendar,"['oli', 'shto', 'takimin', 'e', 'darkës', 'së', 'nesërme', 'në', 'kalendar']"
5582,sq-AL,train,më duhet dreka e javës tjetër të vendoset në kalendar,"['më', 'duhet', 'dreka', 'e', 'javës', 'tjetër', 'të', 'vendoset', 'në', 'kalendar']"
